ID_AMP_NM;AMP_NM;BNF_CODE;PRESENTATION;STRENGTH;VERSION;DATE_FROM;DATE_TO
18843;Neutrogena T/Gel 2 in 1 shampoo & conditioner;;Not applicable;1.00%;1;2018-11-09;2018-11-09
18844;Neutrogena T/Gel 2 in 1 shampoo & conditioner;;shampoo;0;1;2018-11-09;2018-11-09
18845;Neutrogena T/Gel 2 in 1 shampoo & conditioner;;shampoo;1%;1;2018-11-09;2018-11-09
18846;Neutrogena T/Gel 2 in 1 shampoo & conditioner;;shampoo;1.00%;1;2018-11-09;2018-11-09
18847;Neutrogena T/Gel Therapeutic shampoo;1309000C0BJAAAN;Shampoo;0;1;2018-11-09;2018-11-09
18848;Neutrogena T/Gel Therapeutic shampoo;1309000C0BJAAAN;Shampoo;2%;1;2018-11-09;2018-11-09
18849;Neutrogena T/Gel Therapeutic shampoo;1309000C0BJAAAN;Shampoo;2.00%;1;2018-11-09;2018-11-09
18850;Neutrogena T/Gel shampoo for dry hair;;SHAMPOO;;1;2018-11-09;2018-11-09
18851;Neutrogena T/Gel shampoo for dry hair;;shampoo;;1;2018-11-09;2018-11-09
18852;Neutrogena T/Gel shampoo for greasy hair;;SHAMPOO;;1;2018-11-09;2018-11-09
18853;Neutrogena T/Gel shampoo for greasy hair;;shampoo;;1;2018-11-09;2018-11-09
18854;Neutrogena T/Gel shampoo for sensitive scalp;;Not applicable;0;1;2018-11-09;2018-11-09
18855;Neutrogena T/Gel shampoo for sensitive scalp;;Not applicable;1%;1;2018-11-09;2018-11-09
18856;Neutrogena T/Gel shampoo for sensitive scalp;;Not applicable;1.00%;1;2018-11-09;2018-11-09
18857;Neutrogena T/Gel shampoo for sensitive scalp;;shampoo;0;1;2018-11-09;2018-11-09
18858;Neutrogena T/Gel shampoo for sensitive scalp;;shampoo;1%;1;2018-11-09;2018-11-09
18859;Neutrogena T/Gel shampoo for sensitive scalp;;shampoo;1.00%;1;2018-11-09;2018-11-09
18860;Nevanac 1mg/ml eye drops;1108020AFBBAAAA;Eye drops;1mg/ml;1;2018-11-09;2018-11-09
18861;Nevanac 3mg/ml eye drops;1108020AFBBABAB;;3mg/ml;1;2018-11-09;2018-11-09
18862;Nex Mac showering aid;;TRACH/LARYNGECT;HNM;1;2018-11-09;2018-11-09
18863;Nex foam collar filter;;TRACH/LARYNGECT;HNFC;1;2018-11-09;2018-11-09
18864;Nex laryngectomy T collar;;TRACH/LARYNGECT;HNLTB;1;2018-11-09;2018-11-09
18865;Nex laryngectomy T collar;;TRACH/LARYNGECT;HNLTG;1;2018-11-09;2018-11-09
18866;Nex laryngectomy T collar;;TRACH/LARYNGECT;HNLTW;1;2018-11-09;2018-11-09
18867;Nex tracheostomy tube holder;;TRACH/LARYNGECT;HNTTHA;1;2018-11-09;2018-11-09
18868;Nexium 10mg gastro-resistant granules sachets;0103050E0BBADAE;Gastro-resistant granules;10mg;1;2018-11-09;2018-11-09
18869;Nexium 20mg gastro-resistant tablets;0103050E0BBAAAA;Gastro-resistant tablet;20mg;1;2018-11-09;2018-11-09
18870;Nexium 40mg gastro-resistant tablets;0103050E0BBABAB;Gastro-resistant tablet;40mg;1;2018-11-09;2018-11-09
18871;Nexium I.V 40mg powder for solution for injection vials;0103050E0BBACAC;Powder for solution for injection;40mg;1;2018-11-09;2018-11-09
18872;Nexplanon 68mg implant;0703022P0BCAAAA;Implant;68mg;1;2018-11-09;2018-11-09
18873;NiQuitin 14mg patches;0410020B0BDABAQ;Transdermal patch;14mg/24 hours;1;2018-11-09;2018-11-09
18874;NiQuitin 21mg patches;0410020B0BDAAAR;Transdermal patch;21mg/24 hours;1;2018-11-09;2018-11-09
18875;NiQuitin 2mg lozenges original menthol mint;0410020B0BDAGAY;LOZENGES;2MG;1;2018-11-09;2018-11-09
18876;NiQuitin 4mg lozenges original menthol mint;0410020B0BDAHAZ;LOZENGES;4MG;1;2018-11-09;2018-11-09
18877;NiQuitin 4mg lozenges original menthol mint;0410020B0BDAHAZ;lozenges;4mg;1;2018-11-09;2018-11-09
18878;NiQuitin 7mg patches;0410020B0BDACAP;Transdermal patch;7mg/24 hours;1;2018-11-09;2018-11-09
18879;NiQuitin Clear 21mg patches;0410020B0BDADAR;Transdermal patch;21mg/24 hours;1;2018-11-09;2018-11-09
18880;NiQuitin Extra Fresh Mint 2mg medicated chewing gum;0410020B0BDAUBA;;2mg;1;2018-11-09;2018-11-09
18881;NiQuitin Extra Fresh Mint 4mg medicated chewing gum;0410020B0BDAVBD;;4mg;1;2018-11-09;2018-11-09
18882;NiQuitin Fresh Mint 2mg medicated chewing gum;0410020B0BDAIBA;medicated chewing gum;2mg;1;2018-11-09;2018-11-09
18883;NiQuitin Fresh Mint 4mg medicated chewing gum;0410020B0BDAJBD;medicated chewing gum;4mg;1;2018-11-09;2018-11-09
18884;NiQuitin Freshmint 2mg medicated chewing gum;0410020B0BDAIBA;GUM;2MG;1;2018-11-09;2018-11-09
18885;NiQuitin Freshmint 2mg medicated chewing gum;0410020B0BDAIBA;medicated chewing gum;2mg;1;2018-11-09;2018-11-09
18886;NiQuitin Freshmint 4mg medicated chewing gum;0410020B0BDAJBD;GUM;4MG;1;2018-11-09;2018-11-09
18887;NiQuitin Freshmint 4mg medicated chewing gum;0410020B0BDAJBD;medicated chewing gum;4mg;1;2018-11-09;2018-11-09
18888;NiQuitin Minis Mint 1.5mg lozenges;0410020B0BDAPBP;LOZENGES;1.5MG;1;2018-11-09;2018-11-09
18889;NiQuitin Minis Mint 1.5mg lozenges;0410020B0BDAPBP;lozenges;1.5mg;1;2018-11-09;2018-11-09
18890;NiQuitin Minis Mint 4mg lozenges;0410020B0BDANBH;LOZENGE;4MG;1;2018-11-09;2018-11-09
18891;NiQuitin Minis Mint 4mg lozenges;0410020B0BDANBH;lozenges;4mg;1;2018-11-09;2018-11-09
18892;NiQuitin Minis Orange 1.5mg lozenges;0410020B0BDATCB;lozenges;1.5mg;1;2018-11-09;2018-11-09
18893;NiQuitin Mint 4mg lozenges;0410020B0BDALBH;LOZENGES;4MG;1;2018-11-09;2018-11-09
18894;NiQuitin Mint 4mg lozenges;0410020B0BDALBH;lozenges;4mg;1;2018-11-09;2018-11-09
18895;NiQuitin Pre-Quit Clear 21mg patches;0410020B0BDARAR;Transdermal patch;21mg/24 hours;1;2018-11-09;2018-11-09
18896;NiQuitin Pre-Quit Mint 4mg lozenges;0410020B0BDAMBH;LOZENGES;4MG;1;2018-11-09;2018-11-09
18897;NiQuitin Strips Mint 2.5mg oral films;0410020B0BDASCA;ORAL FILMS;2.5MG;1;2018-11-09;2018-11-09
18898;NiQuitin Strips Mint 2.5mg oral films;0410020B0BDASCA;orodispersible films;2.5mg;1;2018-11-09;2018-11-09
18899;Niatin 500mg capsules;0906022K0BDAAAG;Capsule;500mg;1;2018-11-09;2018-11-09
18900;Niatin 500mg tablets;0906022K0BDABAC;Tablet;500mg;1;2018-11-09;2018-11-09
18901;Niatin 50mg tablets;0906022K0BDACAA;Tablet;50mg;1;2018-11-09;2018-11-09
18902;Nicam 4% gel;1306010N0BCAAAA;Gel;0;1;2018-11-09;2018-11-09
18903;Nicam 4% gel;1306010N0BCAAAA;Gel;4%;1;2018-11-09;2018-11-09
18904;Nicam 4% gel;1306010N0BCAAAA;Gel;4.00%;1;2018-11-09;2018-11-09
18905;Nicef 250mg capsules;0501021M0BCAAAA;Capsule;250mg;1;2018-11-09;2018-11-09
18906;Nicef 500mg capsules;0501021M0BCABAB;Capsule;500mg;1;2018-11-09;2018-11-09
18907;Nicorette 10mg Inhalator;0410020B0BBAGAV;CARTRIDGE;10MG;1;2018-11-09;2018-11-09
18908;Nicorette 15mg Inhalator;0410020B0BBBABZ;CARTRIDGE;15MG;1;2018-11-09;2018-11-09
18909;Nicorette 15mg Inhalator;0410020B0BBBABZ;inhalation cartridges with device;15mg;1;2018-11-09;2018-11-09
18910;Nicorette 500micrograms/dose nasal spray;0410020B0BBAFAN;Spray;500microgram/dose;1;2018-11-09;2018-11-09
18911;Nicorette Cools 2mg lozenges;0410020B0BBBBAY;LOZENGE;2MG;1;2018-11-09;2018-11-09
18912;Nicorette Cools 2mg lozenges;0410020B0BBBBAY;lozenges;2mg;1;2018-11-09;2018-11-09
18913;Nicorette Cools 4mg lozenges;0410020B0BBBCAZ;LOZENGE;4MG;1;2018-11-09;2018-11-09
18914;Nicorette Cools 4mg lozenges;0410020B0BBBCAZ;lozenges;4mg;1;2018-11-09;2018-11-09
18915;Nicorette Freshmint 2mg medicated chewing gum;0410020B0BBAPBK;GUM;2MG;1;2018-11-09;2018-11-09
18916;Nicorette Freshmint 2mg medicated chewing gum;0410020B0BBAPBK;medicated chewing gum;2mg;1;2018-11-09;2018-11-09
18917;Nicorette Freshmint 4mg medicated chewing gum;0410020B0BBAQBL;GUM;4MG;1;2018-11-09;2018-11-09
18918;Nicorette Freshmint 4mg medicated chewing gum;0410020B0BBAQBL;medicated chewing gum;4mg;1;2018-11-09;2018-11-09
18919;Nicorette Fruitfusion 2mg medicated chewing gum;0410020B0BBARBM;GUM;2MG;1;2018-11-09;2018-11-09
18920;Nicorette Fruitfusion 2mg medicated chewing gum;0410020B0BBARBM;medicated chewing gum;2mg;1;2018-11-09;2018-11-09
18921;Nicorette Fruitfusion 4mg medicated chewing gum;0410020B0BBASBN;GUM;4MG;1;2018-11-09;2018-11-09
18922;Nicorette Fruitfusion 4mg medicated chewing gum;0410020B0BBASBN;medicated chewing gum;4mg;1;2018-11-09;2018-11-09
18923;Nicorette Fruitfusion 6mg medicated chewing gum;0410020B0BBBDCC;medicated chewing gum;6mg;1;2018-11-09;2018-11-09
18924;Nicorette Icy White 2mg medicated chewing gum;0410020B0BBAWBS;GUM;2MG;1;2018-11-09;2018-11-09
18925;Nicorette Icy White 2mg medicated chewing gum;0410020B0BBAWBS;medicated chewing gum;2mg;1;2018-11-09;2018-11-09
18926;Nicorette Icy White 4mg medicated chewing gum;0410020B0BBAXBT;GUM;4MG;1;2018-11-09;2018-11-09
18927;Nicorette Icy White 4mg medicated chewing gum;0410020B0BBAXBT;medicated chewing gum;4mg;1;2018-11-09;2018-11-09
18928;Nicorette Microtab 2mg sublingual tablets;0410020B0BBAHAW;Sublingual tablet;2mg;1;2018-11-09;2018-11-09
18929;Nicorette Original 2mg medicated chewing gum;0410020B0BBAAAA;GUM;2MG;1;2018-11-09;2018-11-09
18930;Nicorette Original 2mg medicated chewing gum;0410020B0BBAAAA;medicated chewing gum;2mg;1;2018-11-09;2018-11-09
18931;Nicorette Original 4mg medicated chewing gum;0410020B0BBABAB;GUM;4MG;1;2018-11-09;2018-11-09
18932;Nicorette Original 4mg medicated chewing gum;0410020B0BBABAB;medicated chewing gum;4mg;1;2018-11-09;2018-11-09
18933;Nicorette QuickMist 1mg/dose mouthspray;0410020B0BBAZBW;Spray;1mg/dose;1;2018-11-09;2018-11-09
18934;Nicorette invisi 10mg/16hours patches;0410020B0BBATAT;Transdermal patch;10mg/16 hours;1;2018-11-09;2018-11-09
18935;Nicorette invisi 15mg/16hours patches;0410020B0BBAUAU;Transdermal patch;15mg/16 hours;1;2018-11-09;2018-11-09
18936;Nicorette invisi 25mg/16hours patches;0410020B0BBAVBR;Transdermal patch;25mg/16 hours;1;2018-11-09;2018-11-09
18937;Nicotinell 1mg lozenges;0410020D0BBABAB;LOZENGES;1MG;1;2018-11-09;2018-11-09
18938;Nicotinell 1mg lozenges;0410020D0BBABAB;lozenges;1mg;1;2018-11-09;2018-11-09
18939;Nicotinell 2mg lozenges;0410020D0BBAAAA;LOZENGES;2MG;1;2018-11-09;2018-11-09
18940;Nicotinell 2mg lozenges;0410020D0BBAAAA;lozenges;2mg;1;2018-11-09;2018-11-09
18941;Nicotinell Fruit 2mg medicated chewing gum;0410020B0BCAFBC;CHEWING GUM;2MG;1;2018-11-09;2018-11-09
18942;Nicotinell Fruit 2mg medicated chewing gum;0410020B0BCAFBC;medicated chewing gum;2mg;1;2018-11-09;2018-11-09
18943;Nicotinell Fruit 4mg medicated chewing gum;0410020B0BCAHBF;CHEWING GUM;4MG;1;2018-11-09;2018-11-09
18944;Nicotinell Fruit 4mg medicated chewing gum;0410020B0BCAHBF;medicated chewing gum;4mg;1;2018-11-09;2018-11-09
18945;Nicotinell Icemint 2mg medicated chewing gum;0410020B0BCAPBY;CHEWING GUM;2MG;1;2018-11-09;2018-11-09
18946;Nicotinell Icemint 2mg medicated chewing gum;0410020B0BCAPBY;medicated chewing gum;2mg;1;2018-11-09;2018-11-09
18947;Nicotinell Icemint 4mg medicated chewing gum;0410020B0BCANBX;CHEWING GUM;4MG;1;2018-11-09;2018-11-09
18948;Nicotinell Icemint 4mg medicated chewing gum;0410020B0BCANBX;medicated chewing gum;4mg;1;2018-11-09;2018-11-09
18949;Nicotinell Liquorice 2mg medicated chewing gum;0410020B0BCAIBI;CHEWING GUM;2MG;1;2018-11-09;2018-11-09
18950;Nicotinell Liquorice 2mg medicated chewing gum;0410020B0BCAIBI;medicated chewing gum;2mg;1;2018-11-09;2018-11-09
18951;Nicotinell Liquorice 4mg medicated chewing gum;0410020B0BCAJBJ;CHEWING GUM;4MG;1;2018-11-09;2018-11-09
18952;Nicotinell Mint 2mg medicated chewing gum;0410020B0BCAEBA;CHEWING GUM;2MG;1;2018-11-09;2018-11-09
18953;Nicotinell Mint 2mg medicated chewing gum;0410020B0BCAEBA;medicated chewing gum;2mg;1;2018-11-09;2018-11-09
18954;Nicotinell Mint 4mg medicated chewing gum;0410020B0BCAGBD;CHEWING GUM;4MG;1;2018-11-09;2018-11-09
18955;Nicotinell TTS 10 patches;0410020B0BCAAAP;Transdermal patch;7mg/24 hours;1;2018-11-09;2018-11-09
18956;Nicotinell TTS 20 patches;0410020B0BCABAQ;Transdermal patch;14mg/24 hours;1;2018-11-09;2018-11-09
18957;Nicotinell TTS 30 patches;0410020B0BCACAR;Transdermal patch;21mg/24 hours;1;2018-11-09;2018-11-09
18958;Nifedipress MR 10 tablets;0206020R0CBAAAE;Modified-release tablet;10mg;1;2018-11-09;2018-11-09
18959;Nifedipress MR 20 tablets;0206020R0CBABAR;Modified-release tablet;20mg;1;2018-11-09;2018-11-09
18960;Niferex 100mg/5ml elixir;0901011S0BBABAA;Oral solution;100mg/5ml;1;2018-11-09;2018-11-09
18961;Nifopress Retard 20mg tablets;0206020R0CEAAAR;Modified-release tablet;20mg;1;2018-11-09;2018-11-09
18962;Niko Fix dressing 7cm x 8.5cm;;DRESSING;7CMX8.5CM;1;2018-11-09;2018-11-09
18963;Nimenrix vaccine powder and solvent for solution for injection 0.5ml pre-filled syringes;1404000X0BJAAAG;Powder and solvent for solution for injection;;1;2018-11-09;2018-11-09
18964;Nimotop 0.02% solution for infusion 50ml vials;0206020M0BBAAAA;INFUSION;10MG/50ML;1;2018-11-09;2018-11-09
18965;Nimotop 30mg tablets;0206020M0BBABAB;Tablet;30mg;1;2018-11-09;2018-11-09
18966;Nimvastid 6mg capsules;;Capsule;6mg;1;2018-11-09;2018-11-09
18967;Nipatra 100mg chewable tablets;0704050Z0BDACAP;Chewable tablet;100mg;1;2018-11-09;2018-11-09
18968;Nipatra 25mg chewable tablets;0704050Z0BDAAAM;Chewable tablet;25mg;1;2018-11-09;2018-11-09
18969;Nipatra 50mg chewable tablets;0704050Z0BDABAN;Chewable tablet;50mg;1;2018-11-09;2018-11-09
18970;Nitcomb-S1;;HEAD LICE DEV;;1;2018-11-09;2018-11-09
18971;Nitlotion;;HEAD LICE DEV;;1;2018-11-09;2018-11-09
18972;Nitrile-Pro gloves extra large;;GLOVE;PACK 200;1;2018-11-09;2018-11-09
18973;Nitrile-Pro gloves large;;GLOVE;PACK 200;1;2018-11-09;2018-11-09
18974;Nitrile-Pro gloves medium;;GLOVE;PACK 200;1;2018-11-09;2018-11-09
18975;Nitrile-Pro gloves small;;GLOVE;PACK 200;1;2018-11-09;2018-11-09
18976;Nitro-Dur 0.2mg/hour transdermal patches;0206010F0BSABBH;Transdermal patch;5mg/24 hours;1;2018-11-09;2018-11-09
18977;Nitro-Dur 0.4mg/hour transdermal patches;0206010F0BSACBI;Transdermal patch;10mg/24 hours;1;2018-11-09;2018-11-09
18978;Nitro-Dur 0.6mg/hour transdermal patches;0206010F0BSADBJ;Transdermal patch;15mg/24 hours;1;2018-11-09;2018-11-09
18979;Nitrolingual 400micrograms/dose pump sublingual spray;0206010F0BFABCJ;Sublingual spray;400microgram/dose;1;2018-11-09;2018-11-09
18980;Nitrolingual 400micrograms/dose pump sublingual spray;0206010F0BFADCI;Sublingual spray;400microgram/dose;1;2018-11-09;2018-11-09
18981;Nitromin 400micrograms/dose pump sublingual spray;0206010F0BWAACI;Sublingual spray;400microgram/dose;1;2018-11-09;2018-11-09
18982;Nitromin 400micrograms/dose pump sublingual spray;0206010F0BWABCJ;Sublingual spray;400microgram/dose;1;2018-11-09;2018-11-09
18983;Nitty Gritty NitFree steel nit comb;;COMB;;1;2018-11-09;2018-11-09
18984;Nivemycin 500mg tablets;0501040N0BCAAAD;Tablet;500mg;1;2018-11-09;2018-11-09
18985;Nizoral 2% cream;1310020L0BBAAAA;Cream;0;1;2018-11-09;2018-11-09
18986;Nizoral 2% cream;1310020L0BBAAAA;Cream;2%;1;2018-11-09;2018-11-09
18987;Nizoral 2% cream;1310020L0BBAAAA;Cream;2.00%;1;2018-11-09;2018-11-09
18988;Nizoral 2% shampoo;1309000I0BBAAAA;Shampoo;0;1;2018-11-09;2018-11-09
18989;Nizoral 2% shampoo;1309000I0BBAAAA;Shampoo;2%;1;2018-11-09;2018-11-09
18990;Nizoral 2% shampoo;1309000I0BBAAAA;Shampoo;2.00%;1;2018-11-09;2018-11-09
18991;Nizoral 200mg tablets;0502020A0BBAAAC;Tablet;200mg;1;2018-11-09;2018-11-09
18992;No-Roma deodorant;;SPRAY;833021;1;2018-11-09;2018-11-09
18993;No-Roma deodorant;;SPRAY;83302100%;1;2018-11-09;2018-11-09
18994;No-Roma deodorant;;SPRAY;83302100.00%;1;2018-11-09;2018-11-09
18995;No-Roma deodorant;;SPRAY;833056;1;2018-11-09;2018-11-09
18996;No-Roma deodorant;;SPRAY;83305600%;1;2018-11-09;2018-11-09
18997;No-Roma deodorant;;SPRAY;83305600.00%;1;2018-11-09;2018-11-09
18998;Nodor S deodorant;;Ostomy deodorants;080-00;1;2018-11-09;2018-11-09
18999;Nodor S deodorant;;Ostomy deodorants;080-01;1;2018-11-09;2018-11-09
19000;Non-drainable night drainage bag;;Non-drainable night drainage bags;9651,2litre;1;2018-11-09;2018-11-09
19001;Non-drainable night drainage bag;;Non-drainable night drainage bags;NB3ND;1;2018-11-09;2018-11-09
19002;Non-sterile catheter drainage bag adult;;Non-sterile leg bags;WP205-01-S;1;2018-11-09;2018-11-09
19003;Non-sterile catheter drainage bag child;;Non-sterile leg bags;WP205-05-B;1;2018-11-09;2018-11-09
19004;Non-sterile drainable night drainage bag;;Drainable night drainage bags;850422,2litre;1;2018-11-09;2018-11-09
19005;Non-sterile drainable night drainage bag;;NIGHT DRAINAGE BAGS;NB3D;1;2018-11-09;2018-11-09
19006;Non-sterile leg bag;;Non-sterile leg bags;6-70,500ml bag, 10cm;1;2018-11-09;2018-11-09
19007;Non-sterile leg bag;;Non-sterile leg bags;6-90,750ml bag, short tube;1;2018-11-09;2018-11-09
19008;Nootropil 1.2g tablets;0409030P0BBACAC;Tablet;1.2g;1;2018-11-09;2018-11-09
19009;Nootropil 1200mg tablets;0409030P0BBACAC;Tablet;1.2g;1;2018-11-09;2018-11-09
19010;Nootropil 33% oral solution;0409030P0BBAAAA;Oral solution;333.3mg/ml;1;2018-11-09;2018-11-09
19011;Nootropil 800mg tablets;0409030P0BBABAB;Tablet;800mg;1;2018-11-09;2018-11-09
19012;Noqdirna 25microgram oral lyophilisates;0605020E0BKABBV;Oral lyophilisate;25microgram;1;2018-11-09;2018-11-09
19013;Noqdirna 50microgram oral lyophilisates;0605020E0BKAABU;Oral lyophilisate;50microgram;1;2018-11-09;2018-11-09
19014;Nordimet 10mg/0.4ml solution for injection pre-filled pens;0801030P0BFABFN;pre-filled pens;10mg/0.4ml;1;2018-11-09;2018-11-09
19015;Nordimet 12.5mg/0.5ml solution for injection pre-filled pens;0801030P0BFACFP;;12.5mg/0.5ml;1;2018-11-09;2018-11-09
19016;Nordimet 15mg/0.6ml solution for injection pre-filled pens;0801030P0BFADFQ;;15mg/0.6ml;1;2018-11-09;2018-11-09
19017;Nordimet 17.5mg/0.7ml solution for injection pre-filled pens;0801030P0BFAEFR;;17.5mg/0.7ml;1;2018-11-09;2018-11-09
19018;Nordimet 20mg/0.8ml solution for injection pre-filled pens;0801030P0BFAFFS;Solution for injection;20mg/0.8ml;1;2018-11-09;2018-11-09
19019;Nordimet 25mg/1ml solution for injection pre-filled pens;0801030P0BFAHFU;;25mg/1ml;1;2018-11-09;2018-11-09
19020;Norditropin NordiFlex 10mg/1.5ml solution for injection pre-filled pen;0605010S0BEAIBW;Solution for injection;10mg/1.5ml;1;2018-11-09;2018-11-09
19021;Norditropin NordiFlex 15mg/1.5ml solution for injection pre-filled pen;0605010S0BEAGBT;Solution for injection;15mg/1.5ml;1;2018-11-09;2018-11-09
19022;Norditropin NordiFlex 5mg/1.5ml solution for injection pre-filled pen;0605010S0BEAHBV;Solution for injection;5mg/1.5ml;1;2018-11-09;2018-11-09
19023;Norditropin SimpleXx 10mg/1.5ml solution for injection cartridges;0605010S0BEAEBA;Solution for injection;10mg/1.5ml;1;2018-11-09;2018-11-09
19024;Norditropin SimpleXx 15mg/1.5ml solution for injection cartridges;0605010S0BEAFBB;Solution for injection;15mg/1.5ml;1;2018-11-09;2018-11-09
19025;Norditropin SimpleXx 5mg/1.5ml solution for injection cartridges;0605010S0BEADAZ;Solution for injection;5mg/1.5ml;1;2018-11-09;2018-11-09
19026;Norgalax 120mg/10g enema;0106020I0BEAAAJ;Enema;120mg/10g;1;2018-11-09;2018-11-09
19027;Norgeston 30microgram tablets;0703021L0BCAAAA;Tablet;30microgram;1;2018-11-09;2018-11-09
19028;Noriday 350microgram tablets;0703021N0BCAAAA;Tablet;350microgram;1;2018-11-09;2018-11-09
19029;Norimin 1mg/35microgram tablets;0703010G0BDAAAB;Tablet;35microgram /  1mg;1;2018-11-09;2018-11-09
19030;Norimode 2mg tablets;0104020L0BIAAAD;Tablet;2mg;1;2018-11-09;2018-11-09
19031;Norinyl-1 tablets;0703010M0BBAAAA;Tablet;50microgram /  1mg;1;2018-11-09;2018-11-09
19032;Noristerat 200mg/1ml solution for injection ampoules;0703022N0BBAAAA;Solution for injection;200mg/1ml;1;2018-11-09;2018-11-09
19033;Normacol Plus granules;0106010N0BBACAC;Granules;62% /  8%;1;2018-11-09;2018-11-09
19034;Normacol Plus granules 7g sachets;0106010N0BBADAF;Granules;62% /  8%;1;2018-11-09;2018-11-09
19035;Normacol granules;0106010N0BBAAAA;Granules;62%;1;2018-11-09;2018-11-09
19036;Normacol granules;0106010N0BBAAAA;Granules;62.00%;1;2018-11-09;2018-11-09
19037;Normacol granules 7g sachets;0106010N0BBABAD;Granules;62%;1;2018-11-09;2018-11-09
19038;Normacol granules 7g sachets;0106010N0BBABAD;Granules;62.00%;1;2018-11-09;2018-11-09
19039;Normasol sodium chloride 0.9% irrigation solution 100ml sachets;;SACHETS;100ML;1;2018-11-09;2018-11-09
19040;Normasol sodium chloride 0.9% irrigation solution 25ml sachets;;SACHETS;25ML;1;2018-11-09;2018-11-09
19041;Norprolac 75microgram tablets;0607010T0BBABAB;Tablet;75microgram;1;2018-11-09;2018-11-09
19042;Norprolac tablets starter pack;0607010T0BBAAAA;TABLETS;;1;2018-11-09;2018-11-09
19043;Norvir 100mg tablets;0503010U0BBADAC;Tablet;100mg;1;2018-11-09;2018-11-09
19044;NoseFrida hygiene filters;;ASPIRATOR;;1;2018-11-09;2018-11-09
19045;NoseFrida nasal aspirator;;ASPIRATOR;;1;2018-11-09;2018-11-09
19046;Nova 1 Convex EasiFold ileostomy bag with filter;;Ileostomy bags;841-20,6mm convexity, 20mm stoma,Opaque;1;2018-11-09;2018-11-09
19047;Nova 1 Convex EasiFold ileostomy bag with filter;;Ileostomy bags;841-24,6mm convexity, cut to fit 15mm-24mm stoma,Opaque;1;2018-11-09;2018-11-09
19048;Nova 1 Convex EasiFold ileostomy bag with filter;;Ileostomy bags;841-25,6mm convexity, 25mm stoma,Opaque;1;2018-11-09;2018-11-09
19049;Nova 1 Convex EasiFold ileostomy bag with filter;;Ileostomy bags;841-30,6mm convexity, 30mm stoma,Opaque;1;2018-11-09;2018-11-09
19050;Nova 1 Convex EasiFold ileostomy bag with filter;;Ileostomy bags;841-35,6mm convexity, 35mm stoma,Opaque;1;2018-11-09;2018-11-09
19051;Nova 1 Convex EasiFold ileostomy bag with filter;;Ileostomy bags;841-37,6mm convexity, cut to fit 15mm-37mm stoma,Opaque;1;2018-11-09;2018-11-09
19052;Nova 1 Convex EasiFold ileostomy bag with filter;;Ileostomy bags;841-46,6mm convexity, cut to fit 15mm-46mm stoma,Opaque;1;2018-11-09;2018-11-09
19053;Nova 1 Convex EasiFold ileostomy bag with filter;;Ileostomy bags;842-24,6mm convexity, cut to fit 15mm-24mm stoma,Clear;1;2018-11-09;2018-11-09
19054;Nova 1 Convex EasiFold ileostomy bag with filter;;Ileostomy bags;842-37,6mm convexity, cut to fit 15mm-37mm stoma,Clear;1;2018-11-09;2018-11-09
19055;Nova 1 Convex EasiFold ileostomy bag with filter;;Ileostomy bags;842-46,6mm convexity, cut to fit 15mm-46mm stoma,Clear;1;2018-11-09;2018-11-09
19056;Nova 1 Convex colostomy bag with filter;;Colostomy bags;831-24,Cut to fit 15mm-24mm,Opaque;1;2018-11-09;2018-11-09
19057;Nova 1 Convex colostomy bag with filter;;Colostomy bags;831-25,25mm,Opaque;1;2018-11-09;2018-11-09
19058;Nova 1 Convex colostomy bag with filter;;Colostomy bags;831-30,30mm,Opaque;1;2018-11-09;2018-11-09
19059;Nova 1 Convex colostomy bag with filter;;Colostomy bags;831-35,35mm,Opaque;1;2018-11-09;2018-11-09
19060;Nova 1 Convex colostomy bag with filter;;Colostomy bags;831-37,Cut to fit 15mm-37mm,Opaque;1;2018-11-09;2018-11-09
19061;Nova 1 Convex colostomy bag with filter;;Colostomy bags;831-40,40mm,Opaque;1;2018-11-09;2018-11-09
19062;Nova 1 Convex colostomy bag with filter;;Colostomy bags;831-46,Cut to fit 15mm-46mm,Opaque;1;2018-11-09;2018-11-09
19063;Nova 1 Convex colostomy bag with filter;;Colostomy bags;832-37,Cut to fit 15mm-37mm,Clear;1;2018-11-09;2018-11-09
19064;Nova 1 Convex colostomy bag with filter;;Colostomy bags;832-46,Cut to fit 15mm-46mm,Clear;1;2018-11-09;2018-11-09
19065;Nova 1 EasiFold X3 ileostomy bag with filter;;Ileostomy bags;861-15,Cut to fit 15mm-46mm,Opaque;1;2018-11-09;2018-11-09
19066;Nova 1 EasiFold X3 ileostomy bag with filter;;Ileostomy bags;861-30,30mm,Opaque;1;2018-11-09;2018-11-09
19067;Nova 1 EasiFold X3 ileostomy bag with filter;;Ileostomy bags;861-35,35mm,Opaque;1;2018-11-09;2018-11-09
19068;Nova 1 EasiFold ileostomy bag with filter;;BAG;823-15/45;1;2018-11-09;2018-11-09
19069;Nova 1 EasiFold ileostomy bag with filter;;BAG;824-15;1;2018-11-09;2018-11-09
19070;Nova 1 EasiFold ileostomy bag with filter;;Ileostomy bags;823-15,Starter hole 15mm-60mm,Opaque;1;2018-11-09;2018-11-09
19071;Nova 1 EasiFold ileostomy bag with filter;;Ileostomy bags;823-20,Starter hole 20mm-60mm,Opaque;1;2018-11-09;2018-11-09
