VMP_NM|DATE_FROM|DATE_TO|VERSION
Prednisone 5mg modified-release tablets|2018-11-07|2018-11-07|1
Pregabalin 100mg capsules|2018-11-07|2018-11-07|1
Pregabalin 150mg capsules|2018-11-07|2018-11-07|1
Pregabalin 200mg capsules|2018-11-07|2018-11-07|1
Pregabalin 20mg/ml oral solution sugar free|2018-11-07|2018-11-07|1
Pregabalin 225mg capsules|2018-11-07|2018-11-07|1
Pregabalin 25mg capsules|2018-11-07|2018-11-07|1
Pregabalin 300mg capsules|2018-11-07|2018-11-07|1
Pregabalin 50mg capsules|2018-11-07|2018-11-07|1
Pregabalin 75mg capsules|2018-11-07|2018-11-07|1
Primidone 250mg tablets|2018-11-07|2018-11-07|1
Primidone 50mg tablets|2018-11-07|2018-11-07|1
ProSource jelly gluten free sugar free|2018-11-07|2018-11-07|1
Prochlorperazine 12.5mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Prochlorperazine 3mg buccal tablets|2018-11-07|2018-11-07|1
Prochlorperazine 5mg tablets|2018-11-07|2018-11-07|1
Prochlorperazine 5mg/5ml oral solution|2018-11-07|2018-11-07|1
Procyclidine 10mg/2ml solution for injection ampoules|2018-11-07|2018-11-07|1
Procyclidine 2.5mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Procyclidine 5mg tablets|2018-11-07|2018-11-07|1
Procyclidine 5mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Progesterone 100mg pessaries|2018-11-07|2018-11-07|1
Progesterone 100mg/2ml solution for injection ampoules|2018-11-07|2018-11-07|1
Progesterone 200mg pessaries|2018-11-07|2018-11-07|1
Progesterone 25mg/1.119ml solution for injection vials|2018-11-07|2018-11-07|1
Progesterone 400mg pessaries|2018-11-07|2018-11-07|1
Progesterone 50mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Progesterone 8% vaginal gel 1.125g applicators|2018-11-07|2018-11-07|1
Progesterone micronised 100mg capsules|2018-11-07|2018-11-07|1
Progesterone micronised 200mg capsules|2018-11-07|2018-11-07|1
Progesterone micronised 200mg vaginal capsules|2018-11-07|2018-11-07|1
Proguanil 100mg / Atovaquone 250mg tablets|2018-11-07|2018-11-07|1
Proguanil 100mg tablets|2018-11-07|2018-11-07|1
Proguanil 25mg / Atovaquone 62.5mg tablets|2018-11-07|2018-11-07|1
Promazine 25mg tablets|2018-11-07|2018-11-07|1
Promazine 25mg/5ml oral solution|2018-11-07|2018-11-07|1
Promazine 50mg tablets|2018-11-07|2018-11-07|1
Promazine 50mg/5ml oral solution|2018-11-07|2018-11-07|1
Promethazine 25mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Promethazine 5mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Promethazine hydrochloride 10mg tablets|2018-11-07|2018-11-07|1
Promethazine hydrochloride 25mg tablets|2018-11-07|2018-11-07|1
Promethazine teoclate 25mg tablets|2018-11-07|2018-11-07|1
Promin low protein X-Pot|2018-11-07|2018-11-07|1
Promin low protein potato pot with croutons|2018-11-07|2018-11-07|1
Propafenone 150mg tablets|2018-11-07|2018-11-07|1
Propafenone 300mg tablets|2018-11-07|2018-11-07|1
Propamidine 0.1% eye drops|2018-11-07|2018-11-07|1
Propantheline bromide 15mg tablets|2018-11-07|2018-11-07|1
Propiverine 15mg tablets|2018-11-07|2018-11-07|1
Propiverine 30mg modified-release capsules|2018-11-07|2018-11-07|1
Propiverine 45mg modified-release capsules|2018-11-07|2018-11-07|1
Propofol 1g/50ml emulsion for infusion pre-filled syringes|2018-11-07|2018-11-07|1
Propofol 200mg/20ml emulsion for injection ampoules|2018-11-07|2018-11-07|1
Propofol 500mg/50ml emulsion for infusion pre-filled syringes|2018-11-07|2018-11-07|1
Propranolol 10mg tablets|2018-11-07|2018-11-07|1
Propranolol 10mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Propranolol 160mg modified-release capsules|2018-11-07|2018-11-07|1
Propranolol 160mg tablets|2018-11-07|2018-11-07|1
Propranolol 40mg tablets|2018-11-07|2018-11-07|1
Propranolol 40mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Propranolol 50mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Propranolol 5mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Propranolol 80mg modified-release capsules|2018-11-07|2018-11-07|1
Propranolol 80mg tablets|2018-11-07|2018-11-07|1
Propylene glycol liquid|2018-11-07|2018-11-07|1
Propylthiouracil 50mg tablets|2018-11-07|2018-11-07|1
Prosthetic adhesives|2018-11-07|2018-11-07|1
Proxymetacaine 0.5% eye drops 0.5ml unit dose preservative free|2018-11-07|2018-11-07|1
Prucalopride 1mg tablets|2018-11-07|2018-11-07|1
Prucalopride 2mg tablets|2018-11-07|2018-11-07|1
Pseudoephedrine 120mg modified-release capsules|2018-11-07|2018-11-07|1
Pseudoephedrine 30mg/5ml / Chlorphenamine 2mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Pseudoephedrine 30mg/5ml oral solution|2018-11-07|2018-11-07|1
Pseudoephedrine 30mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Pseudoephedrine 60mg / Acrivastine 8mg capsules|2018-11-07|2018-11-07|1
Pseudoephedrine hydrochloride 60mg / Triprolidine 2.5mg tablets|2018-11-07|2018-11-07|1
Pseudoephedrine hydrochloride 60mg tablets|2018-11-07|2018-11-07|1
Pulsed electromagnetic stimulator|2018-11-07|2018-11-07|1
Purified water|2018-11-07|2018-11-07|1
Pyrazinamide 500mg tablets|2018-11-07|2018-11-07|1
Pyridostigmine bromide 180mg modified-release tablets|2018-11-07|2018-11-07|1
Pyridostigmine bromide 60mg tablets|2018-11-07|2018-11-07|1
Pyridoxine 100mg capsules|2018-11-07|2018-11-07|1
Pyridoxine 100mg tablets|2018-11-07|2018-11-07|1
Pyridoxine 10mg tablets|2018-11-07|2018-11-07|1
Pyridoxine 20mg tablets|2018-11-07|2018-11-07|1
Pyridoxine 50mg tablets|2018-11-07|2018-11-07|1
Pyrimethamine 25mg tablets|2018-11-07|2018-11-07|1
Quetiapine 100mg tablets|2018-11-07|2018-11-07|1
Quetiapine 100mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Quetiapine 150mg modified-release tablets|2018-11-07|2018-11-07|1
Quetiapine 150mg tablets|2018-11-07|2018-11-07|1
Quetiapine 200mg modified-release tablets|2018-11-07|2018-11-07|1
Quetiapine 200mg tablets|2018-11-07|2018-11-07|1
Quetiapine 25mg tablets|2018-11-07|2018-11-07|1
Quetiapine 300mg modified-release tablets|2018-11-07|2018-11-07|1
Quetiapine 300mg tablets|2018-11-07|2018-11-07|1
Quetiapine 400mg modified-release tablets|2018-11-07|2018-11-07|1
Quetiapine 50mg modified-release tablets|2018-11-07|2018-11-07|1
Quinagolide 50microgram tablets and Quinagolide 25microgram tablets|2018-11-07|2018-11-07|1
Quinagolide 75microgram tablets|2018-11-07|2018-11-07|1
Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets|2018-11-07|2018-11-07|1
Quinapril 10mg tablets|2018-11-07|2018-11-07|1
Quinapril 20mg tablets|2018-11-07|2018-11-07|1
Quinapril 40mg tablets|2018-11-07|2018-11-07|1
Quinapril 5mg tablets|2018-11-07|2018-11-07|1
Quinine bisulfate 300mg tablets|2018-11-07|2018-11-07|1
Quinine sulfate 200mg tablets|2018-11-07|2018-11-07|1
Quinine sulfate 300mg tablets|2018-11-07|2018-11-07|1
Rabeprazole 10mg gastro-resistant tablets|2018-11-07|2018-11-07|1
Rabeprazole 20mg gastro-resistant tablets|2018-11-07|2018-11-07|1
Rabies vaccine powder and solvent for solution for injection 1ml pre-filled syringes|2018-11-07|2018-11-07|1
Rabies vaccine powder and solvent for solution for injection 1ml vials|2018-11-07|2018-11-07|1
Racecadotril 10mg granules sachets|2018-11-07|2018-11-07|1
Racecadotril 30mg granules sachets|2018-11-07|2018-11-07|1
Raloxifene 60mg tablets|2018-11-07|2018-11-07|1
Raltegravir 100mg chewable tablets|2018-11-07|2018-11-07|1
Raltegravir 100mg granules sachets|2018-11-07|2018-11-07|1
Raltegravir 25mg chewable tablets|2018-11-07|2018-11-07|1
Raltegravir 400mg tablets|2018-11-07|2018-11-07|1
Ramipril 1.25mg capsules|2018-11-07|2018-11-07|1
Ramipril 1.25mg tablets|2018-11-07|2018-11-07|1
Ramipril 10mg capsules|2018-11-07|2018-11-07|1
Ramipril 10mg tablets|2018-11-07|2018-11-07|1
Ramipril 2.5mg capsules|2018-11-07|2018-11-07|1
Ramipril 2.5mg tablets|2018-11-07|2018-11-07|1
Ramipril 2.5mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Ramipril 5mg capsules|2018-11-07|2018-11-07|1
Ramipril 5mg tablets|2018-11-07|2018-11-07|1
Ranitidine 150mg effervescent tablets|2018-11-07|2018-11-07|1
Ranitidine 150mg tablets|2018-11-07|2018-11-07|1
Ranitidine 150mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Ranitidine 300mg effervescent tablets|2018-11-07|2018-11-07|1
Ranitidine 300mg tablets|2018-11-07|2018-11-07|1
Ranitidine 50mg/2ml solution for injection ampoules|2018-11-07|2018-11-07|1
Ranitidine 75mg tablets|2018-11-07|2018-11-07|1
Ranitidine 75mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Ranolazine 375mg modified-release tablets|2018-11-07|2018-11-07|1
Ranolazine 500mg modified-release tablets|2018-11-07|2018-11-07|1
Ranolazine 750mg modified-release tablets|2018-11-07|2018-11-07|1
Rasagiline 1mg tablets|2018-11-07|2018-11-07|1
Reboxetine 4mg tablets|2018-11-07|2018-11-07|1
Repaglinide 1mg tablets|2018-11-07|2018-11-07|1
Repaglinide 2mg tablets|2018-11-07|2018-11-07|1
Repaglinide 500microgram tablets|2018-11-07|2018-11-07|1
Retapamulin 1% ointment|2018-11-07|2018-11-07|1
Retigabine 100mg tablets|2018-11-07|2018-11-07|1
Retigabine 300mg tablets|2018-11-07|2018-11-07|1
Retigabine 400mg tablets|2018-11-07|2018-11-07|1
Retigabine 50mg tablets|2018-11-07|2018-11-07|1
Retigabine 50mg tablets and Retigabine 100mg tablets|2018-11-07|2018-11-07|1
Reusable catheter female 10Ch|2018-11-07|2018-11-07|1
Reusable catheter female 12Ch|2018-11-07|2018-11-07|1
Ribbed cotton surgical tubular stockinette 10cm|2018-11-07|2018-11-07|1
Ribbed cotton surgical tubular stockinette 15cm|2018-11-07|2018-11-07|1
Ribbed cotton surgical tubular stockinette 20cm|2018-11-07|2018-11-07|1
Ribbed cotton surgical tubular stockinette 25cm|2018-11-07|2018-11-07|1
Ribbed cotton surgical tubular stockinette 5cm|2018-11-07|2018-11-07|1
Ribbed cotton surgical tubular stockinette 7.5cm|2018-11-07|2018-11-07|1
Riboflavin 100mg capsules|2018-11-07|2018-11-07|1
Riboflavin 100mg modified-release tablets|2018-11-07|2018-11-07|1
Riboflavin 50mg capsules|2018-11-07|2018-11-07|1
Rifabutin 150mg capsules|2018-11-07|2018-11-07|1
Rifampicin 100mg/5ml oral suspension|2018-11-07|2018-11-07|1
Rifampicin 150mg / Isoniazid 100mg tablets|2018-11-07|2018-11-07|1
Rifampicin 150mg capsules|2018-11-07|2018-11-07|1
Rifampicin 300mg / Isoniazid 150mg tablets|2018-11-07|2018-11-07|1
Rifampicin 300mg capsules|2018-11-07|2018-11-07|1
Rifaximin 200mg tablets|2018-11-07|2018-11-07|1
Rifaximin 550mg tablets|2018-11-07|2018-11-07|1
Riluzole 25mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Riluzole 50mg tablets|2018-11-07|2018-11-07|1
Rimexolone 10mg/ml eye drops|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 100mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 110mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 50mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 53mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 56mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 59mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 62mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 65mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 68mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 71mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 74mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 77mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 80mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 85mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 90mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 1.25cm thick, 95mm diameter, PVC|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 100mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 50mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 53mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 56mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 59mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 62mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 65mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 68mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 71mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 74mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 77mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 80mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 85mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 90mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary 7.5mm thick, 95mm diameter, polythene|2018-11-07|2018-11-07|1
Ring pessary size 0, 44mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 1, 51mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 10, 108mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 11, 114mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 12, 121mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 13, 127mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 2, 57mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 3, 64mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 4, 70mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 5, 76mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 6, 83mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 7, 89mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 8, 95mm diameter, silicone|2018-11-07|2018-11-07|1
Ring pessary size 9, 102mm diameter, silicone|2018-11-07|2018-11-07|1
Risedronate sodium 30mg tablets|2018-11-07|2018-11-07|1
Risedronate sodium 35mg tablets|2018-11-07|2018-11-07|1
Risedronate sodium 5mg tablets|2018-11-07|2018-11-07|1
Risperidone 1mg orodispersible tablets sugar free|2018-11-07|2018-11-07|1
Risperidone 1mg tablets|2018-11-07|2018-11-07|1
Risperidone 1mg/ml oral solution sugar free|2018-11-07|2018-11-07|1
Risperidone 25mg powder and solvent for suspension for injection vials|2018-11-07|2018-11-07|1
Risperidone 2mg orodispersible tablets sugar free|2018-11-07|2018-11-07|1
Risperidone 2mg tablets|2018-11-07|2018-11-07|1
Risperidone 37.5mg powder and solvent for suspension for injection vials|2018-11-07|2018-11-07|1
Risperidone 3mg orodispersible tablets sugar free|2018-11-07|2018-11-07|1
Risperidone 3mg tablets|2018-11-07|2018-11-07|1
Risperidone 4mg orodispersible tablets sugar free|2018-11-07|2018-11-07|1
Risperidone 4mg tablets|2018-11-07|2018-11-07|1
Risperidone 500microgram orodispersible tablets sugar free|2018-11-07|2018-11-07|1
Risperidone 500microgram tablets|2018-11-07|2018-11-07|1
Risperidone 50mg powder and solvent for suspension for injection vials|2018-11-07|2018-11-07|1
Risperidone 6mg tablets|2018-11-07|2018-11-07|1
Ritonavir 100mg tablets|2018-11-07|2018-11-07|1
Rivaroxaban 10mg tablets|2018-11-07|2018-11-07|1
Rivaroxaban 15mg tablets|2018-11-07|2018-11-07|1
Rivaroxaban 2.5mg tablets|2018-11-07|2018-11-07|1
Rivaroxaban 20mg tablets|2018-11-07|2018-11-07|1
Rivastigmine 1.5mg capsules|2018-11-07|2018-11-07|1
Rivastigmine 13.3mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Rivastigmine 2mg/ml oral solution sugar free|2018-11-07|2018-11-07|1
Rivastigmine 3mg capsules|2018-11-07|2018-11-07|1
Rivastigmine 4.5mg capsules|2018-11-07|2018-11-07|1
Rivastigmine 4.6mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Rivastigmine 6mg capsules|2018-11-07|2018-11-07|1
Rivastigmine 9.5mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Rizatriptan 10mg oral lyophilisates sugar free|2018-11-07|2018-11-07|1
Rizatriptan 10mg orodispersible tablets sugar free|2018-11-07|2018-11-07|1
Rizatriptan 10mg tablets|2018-11-07|2018-11-07|1
Rizatriptan 5mg tablets|2018-11-07|2018-11-07|1
Rocuronium bromide 50mg/5ml solution for injection vials|2018-11-07|2018-11-07|1
Roflumilast 500microgram tablets|2018-11-07|2018-11-07|1
Ropinirole 1mg tablets|2018-11-07|2018-11-07|1
Ropinirole 250microgram tablets|2018-11-07|2018-11-07|1
Ropinirole 2mg modified-release tablets|2018-11-07|2018-11-07|1
Ropinirole 2mg tablets|2018-11-07|2018-11-07|1
Ropinirole 3mg modified-release tablets|2018-11-07|2018-11-07|1
Ropinirole 4mg modified-release tablets|2018-11-07|2018-11-07|1
Ropinirole 500microgram tablets|2018-11-07|2018-11-07|1
Ropinirole 5mg tablets|2018-11-07|2018-11-07|1
Ropinirole 6mg modified-release tablets|2018-11-07|2018-11-07|1
Ropinirole 8mg modified-release tablets|2018-11-07|2018-11-07|1
Rosuvastatin 10mg tablets|2018-11-07|2018-11-07|1
Rosuvastatin 20mg tablets|2018-11-07|2018-11-07|1
Rosuvastatin 40mg tablets|2018-11-07|2018-11-07|1
Rosuvastatin 5mg tablets|2018-11-07|2018-11-07|1
Rotigotine 1mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Rotigotine 2mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Rotigotine 3mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Rotigotine 4mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Rotigotine 6mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Rotigotine 8mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Rufinamide 100mg tablets|2018-11-07|2018-11-07|1
Rufinamide 200mg tablets|2018-11-07|2018-11-07|1
Rufinamide 400mg tablets|2018-11-07|2018-11-07|1
Rufinamide 40mg/ml oral suspension sugar free|2018-11-07|2018-11-07|1
Rupatadine 10mg tablets|2018-11-07|2018-11-07|1
Sacubitril 24mg / Valsartan 26mg tablets|2018-11-07|2018-11-07|1
Sacubitril 49mg / Valsartan 51mg tablets|2018-11-07|2018-11-07|1
Sacubitril 97mg / Valsartan 103mg tablets|2018-11-07|2018-11-07|1
Safinamide 100mg tablets|2018-11-07|2018-11-07|1
Safinamide 50mg tablets|2018-11-07|2018-11-07|1
Salbutamol 100micrograms/dose breath actuated inhaler CFC free|2018-11-07|2018-11-07|1
Salbutamol 100micrograms/dose dry powder inhalation cartridge|2018-11-07|2018-11-07|1
Salbutamol 100micrograms/dose dry powder inhalation cartridge with device|2018-11-07|2018-11-07|1
Salbutamol 100micrograms/dose dry powder inhaler|2018-11-07|2018-11-07|1
Salbutamol 100micrograms/dose inhaler CFC free|2018-11-07|2018-11-07|1
Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid ampoules|2018-11-07|2018-11-07|1
Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid unit dose vials|2018-11-07|2018-11-07|1
Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials|2018-11-07|2018-11-07|1
Salbutamol 200micrograms/dose dry powder inhaler|2018-11-07|2018-11-07|1
Salbutamol 2mg tablets|2018-11-07|2018-11-07|1
Salbutamol 2mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Salbutamol 4mg modified-release capsules|2018-11-07|2018-11-07|1
Salbutamol 4mg tablets|2018-11-07|2018-11-07|1
Salbutamol 500micrograms/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials|2018-11-07|2018-11-07|1
Salbutamol 5mg/5ml solution for infusion ampoules|2018-11-07|2018-11-07|1
Salbutamol 5mg/ml nebuliser liquid|2018-11-07|2018-11-07|1
Salbutamol 8mg modified-release capsules|2018-11-07|2018-11-07|1
Salbutamol 95micrograms/dose dry powder inhaler|2018-11-07|2018-11-07|1
Salicylic acid 1% / Rhubarb extract 5% oromucosal solution|2018-11-07|2018-11-07|1
Salicylic acid 1.6% / Dithranol 0.25% scalp gel|2018-11-07|2018-11-07|1
Salicylic acid 11% / Lactic acid 4% gel|2018-11-07|2018-11-07|1
Salicylic acid 12% / Lactic acid 4% gel|2018-11-07|2018-11-07|1
Salicylic acid 16.7% / Lactic acid 15% paint|2018-11-07|2018-11-07|1
Salicylic acid 16.7% / Lactic acid 16.7% paint|2018-11-07|2018-11-07|1
Salicylic acid 2% / Mucopolysaccharide polysulfate 0.2% cream|2018-11-07|2018-11-07|1
Salicylic acid 2% / Mucopolysaccharide polysulfate 0.2% gel|2018-11-07|2018-11-07|1
Salicylic acid 2% ointment|2018-11-07|2018-11-07|1
Salicylic acid 26% gel|2018-11-07|2018-11-07|1
Salicylic acid 26% solution|2018-11-07|2018-11-07|1
Salicylic acid 40% medicated plasters|2018-11-07|2018-11-07|1
Salicylic acid 50% ointment|2018-11-07|2018-11-07|1
Saliva replacement oromucosal spray|2018-11-07|2018-11-07|1
Saliva stimulating tablets|2018-11-07|2018-11-07|1
Salmeterol 25micrograms/dose inhaler CFC free|2018-11-07|2018-11-07|1
Salmeterol 50micrograms/dose dry powder inhaler|2018-11-07|2018-11-07|1
Saquinavir mesilate 200mg capsules|2018-11-07|2018-11-07|1
Saxagliptin 2.5mg / Metformin 1g tablets|2018-11-07|2018-11-07|1
Saxagliptin 2.5mg / Metformin 850mg tablets|2018-11-07|2018-11-07|1
Saxagliptin 2.5mg tablets|2018-11-07|2018-11-07|1
Saxagliptin 5mg / Dapagliflozin 10mg tablets|2018-11-07|2018-11-07|1
Saxagliptin 5mg tablets|2018-11-07|2018-11-07|1
Sea water nasal spray|2018-11-07|2018-11-07|1
Secobarbital sodium 100mg capsules|2018-11-07|2018-11-07|1
Selegiline 1.25mg oral lyophilisates sugar free|2018-11-07|2018-11-07|1
Selegiline 10mg tablets|2018-11-07|2018-11-07|1
Selegiline 10mg/5ml oral solution|2018-11-07|2018-11-07|1
Selegiline 5mg tablets|2018-11-07|2018-11-07|1
Selenium 100microgram tablets|2018-11-07|2018-11-07|1
Selenium 200microgram tablets|2018-11-07|2018-11-07|1
Selenium sulfide 2.5% shampoo|2018-11-07|2018-11-07|1
Senna 15mg tablets|2018-11-07|2018-11-07|1
Senna 7.5mg tablets|2018-11-07|2018-11-07|1
Senna 7.5mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Senna fruit 12.4% / Ispaghula 54.2% granules|2018-11-07|2018-11-07|1
Seravit Paediatric powder|2018-11-07|2018-11-07|1
Sertraline 100mg tablets|2018-11-07|2018-11-07|1
Sertraline 50mg tablets|2018-11-07|2018-11-07|1
Sesame oil nasal spray|2018-11-07|2018-11-07|1
Sevelamer 2.4g oral powder sachets sugar free|2018-11-07|2018-11-07|1
Sevelamer 800mg tablets|2018-11-07|2018-11-07|1
Shark liver oil 3% / Yeast cell extract 1% ointment|2018-11-07|2018-11-07|1
Shingles (Herpes Zoster) vaccine (live) powder and solvent for suspension for injection 0.65ml pre-filled syringes|2018-11-07|2018-11-07|1
Short stretch compression bandage 10cm x 10m|2018-11-07|2018-11-07|1
Short stretch compression bandage 10cm x 5m|2018-11-07|2018-11-07|1
Short stretch compression bandage 10cm x 6m|2018-11-07|2018-11-07|1
Short stretch compression bandage 12cm x 5m|2018-11-07|2018-11-07|1
Short stretch compression bandage 12cm x 6m|2018-11-07|2018-11-07|1
Short stretch compression bandage 4cm x 6m|2018-11-07|2018-11-07|1
Short stretch compression bandage 6cm x 5m|2018-11-07|2018-11-07|1
Short stretch compression bandage 6cm x 6m|2018-11-07|2018-11-07|1
Short stretch compression bandage 8cm x 5m|2018-11-07|2018-11-07|1
Short stretch compression bandage 8cm x 6m|2018-11-07|2018-11-07|1
Sildenafil 100mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Sildenafil 100mg tablets|2018-11-07|2018-11-07|1
Sildenafil 10mg/ml oral suspension sugar free|2018-11-07|2018-11-07|1
Sildenafil 20mg tablets|2018-11-07|2018-11-07|1
Sildenafil 25mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Sildenafil 25mg tablets|2018-11-07|2018-11-07|1
Sildenafil 50mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Sildenafil 50mg tablets|2018-11-07|2018-11-07|1
Silicone gel sheet 4cm x 31cm rectangular|2018-11-07|2018-11-07|1
Silicone gel sheet 5cm x 7cm rectangular|2018-11-07|2018-11-07|1
Silicone gel sheet 9cm x 18cm rectangular|2018-11-07|2018-11-07|1
Silicone topical gel|2018-11-07|2018-11-07|1
Silk baby grow 0-3 months|2018-11-07|2018-11-07|1
Silk baby grow 3-6 months|2018-11-07|2018-11-07|1
Silk baby grow 6-12 months|2018-11-07|2018-11-07|1
Silk baby grow premature|2018-11-07|2018-11-07|1
Silk body suit 0-3 months|2018-11-07|2018-11-07|1
Silk body suit 12-18 months|2018-11-07|2018-11-07|1
Silk body suit 18-24 months|2018-11-07|2018-11-07|1
Silk body suit 24-36 months|2018-11-07|2018-11-07|1
Silk body suit 3-4 years|2018-11-07|2018-11-07|1
Silk body suit 3-6 months|2018-11-07|2018-11-07|1
Silk body suit 6-9 months|2018-11-07|2018-11-07|1
Silk body suit 9-12 months|2018-11-07|2018-11-07|1
Silk body suit up to 6 months|2018-11-07|2018-11-07|1
Silk boxer shorts 11-12 years|2018-11-07|2018-11-07|1
Silk boxer shorts 3-4 years|2018-11-07|2018-11-07|1
Silk boxer shorts 5-6 years|2018-11-07|2018-11-07|1
Silk boxer shorts 7-8 years|2018-11-07|2018-11-07|1
Silk boxer shorts 9-10 years|2018-11-07|2018-11-07|1
Silk boxer shorts male adult|2018-11-07|2018-11-07|1
Silk bra extra large-XX large|2018-11-07|2018-11-07|1
Silk bra extra small-small|2018-11-07|2018-11-07|1
Silk bra medium-large|2018-11-07|2018-11-07|1
Silk briefs 3-4 years|2018-11-07|2018-11-07|1
Silk briefs 3-6 years|2018-11-07|2018-11-07|1
Silk briefs 5-6 years|2018-11-07|2018-11-07|1
Silk briefs 7-10 years|2018-11-07|2018-11-07|1
