AMP_NM;BNF_CODE;PRESENTATION;STRENGTH
Priadel 400mg modified-release tablets;0402030K0BFAAAF;Modified-release tablet;400mg
Priadel 520mg/5ml liquid;0402030P0BCAAAI;Oral solution;520mg/5ml
Priligy 30mg tablets;0704060A0BBACAA;Tablet;30mg
Priligy 60mg tablets;0704060A0BBADAB;Tablet;60mg
Primacor 10mg/10ml solution for injection ampoules;0201020M0BBAAAA;Solution for injection;10mg/10ml
Primafix tape 10cm;;TAPE;10CMX10
Primafix tape 15cm;;TAPE;15CMX10M
Primafix tape 20cm;;TAPE;20CMX10M
Primafix tape 5cm;;TAPE;5CMX10M
Primolut N 5mg tablets;0604012P0BBAAAA;Tablet;5mg
Primus-Plain adjustable tracheostomy tube holder;;TRACH/LARYNGECT;71002900
Primus-Plain adjustable tracheostomy tube holder;;TRACH/LARYNGECT;7100290000.00%
Primus-Silk adjustable tracheostomy tube holder;;TRACH/LARYNGECT;71002902S
Priorix vaccine powder and solvent for solution for injection 0.5ml vials;1404000W0BHAAAB;Powder and solvent for solution for injection;
Pro D3 1,000unit capsules;0906040G0BIABBH;Capsule;1000unit
Pro D3 10,000unit capsules;0906040G0BIADBC;Capsule;10000unit
Pro D3 2,000units/ml liquid;0906040G0BIAICU;Oral solution;10000unit/5ml
Pro D3 2,000units/ml liquid drops;0906040G0BIAGBT;Oral drops;2000unit/ml
Pro D3 2,500unit capsules;0906040G0BIACBP;Capsule;2500unit
Pro D3 20,000unit capsules;0906040G0BIAEDR;Capsule;20000unit
Pro D3 30,000unit capsules;0906040G0BIAFBQ;Capsule;30000unit
Pro D3 400unit capsules;0906040G0BIAABI;Capsule;400unit
Pro D3 forte 3,000units/ml liquid;0906040G0CCAADS;Oral solution;15000unit/5ml
Pro-Banthine 15mg tablets;0102000Y0BBAAAF;Tablet;15mg
Pro-Cal powder;090402000BBJLA0;Powder;
Pro-Cal powder;090402000BBJLA0;Powder;1.5KG
Pro-Cal powder;090402000BBJLA0;Powder;15G
Pro-Cal powder;090402000BBJLA0;Powder;25 x 15g sachets
Pro-Cal powder;090402000BBJMA0;Powder;1.5KG
Pro-Cal powder;090402000BBJMA0;Powder;510G
Pro-Cal powder starter pack;090402000BBVYA0;Powder;8 x 15g sachets
Pro-Cal shot;;Liquid;6 x 120ml bottles
Pro-Cal shot banana;;Liquid;120ML
Pro-Cal shot banana;;Liquid;6 x 120ml bottles
Pro-Cal shot neutral;;Liquid;120ML
Pro-Cal shot neutral;;Liquid;250ML
Pro-Cal shot neutral;;Liquid;6 x 120ml bottles
Pro-Cal shot starter pack;090402000BBWUA0;LIQUID;120ML
Pro-Cal shot starter pack;090402000BBWUA0;liquid;3 x 120ml bottles
Pro-Cal shot strawberry;;Liquid;120ML
Pro-Cal shot strawberry;;Liquid;6 x 120ml bottles
Pro-Viron 25mg tablets;0604020F0BBAAAA;Tablet;25mg
ProSource Plus liquid 30ml sachets;;Gastroenteral liquid;
ProSource Plus liquid 30ml sachets citrus berry;090402000BBXBA0;Gastroenteral liquid;
ProSource Plus liquid 30ml sachets neutral;091101000BBUHA0;Gastroenteral liquid;
ProSource Plus liquid 30ml sachets orange creme;090402000BBXAA0;Gastroenteral liquid;
ProSource TF liquid 45ml sachets;091101000BBUGA0;Gastroenteral liquid;
ProSource jelly;;;
ProSource jelly fruit punch;090401000BBRXA0;;
ProSource jelly lime;090401000BBRXA0;;
ProSource jelly orange;090401000BBRXA0;;
ProSource liquid 30ml sachets;;Gastroenteral liquid;
ProSource liquid 30ml sachets citrus berry;091101000BBUBA0;Gastroenteral liquid;
ProSource liquid 30ml sachets lemon;091101000BBUBA0;Gastroenteral liquid;
ProSource liquid 30ml sachets neutral;091101000BBUBA0;Gastroenteral liquid;
ProSource liquid 30ml sachets orange creme;091101000BBUBA0;Gastroenteral liquid;
ProSure liquid;090402000BBLWA0;Gastroenteral liquid;240ML
ProTrach DualCare HME speaking valve tinted;;TRACH/LARYNGECT;774400.00%
ProZero liquid;090401000BBPRA0;Liquid;
Proceli gluten free part baked baguettes;0904010U0BRALAA;;2 baguettes
Proceli gluten free pizza base;0904010U0BRABAA;;2 pizza bases
Proceli gluten free white plain flour;090401070BIAAAI;;
Procoralan 5mg tablets;0206030Y0BBAAAA;Tablet;5mg
Procoralan 7.5mg tablets;0206030Y0BBABAB;Tablet;7.5mg
Proctofoam HC foam enema;0107020J0BDAAAD;Foam;1% /  1%
Proctosedyl ointment;0107020J0BEAAAE;Ointment;0.5% /  0.5%
Proctosedyl suppositories;0107020J0BEABAF;Suppository;5mg /  5mg
Profore #1 bandage 10cm x 3.5m;;BANDAGE;10CMX3.5M
Profore #1 latex free bandage 10cm x 3.5m;;BANDAGE;10CMX3.5M
Profore #2 bandage 10cm x 4.5m;;BANDAGE;10CMX4.5M
Profore #2 latex free bandage 10cm x 4.5m;;BANDAGE;10CMX4.5M
Profore #3 bandage 10cm x 8.7m;;BANDAGE;10CMX8.7M
Profore #3 latex free bandage 10cm x 8.7m;;BANDAGE;10CMX8.7M
Profore #4 bandage 10cm x 2.5m;;BANDAGE;10CCMX2.5
Profore #4 latex free bandage 10cm x 2.5m;;BANDAGE;10CMX2.5M
Profore + bandage 10cm x 3m;;BANDAGE;10CMX3M
Profore + latex free bandage 10cm x 3m;;BANDAGE;10CMX3M
Profore Lite latex free multi-layer compression bandage kit;;BANDAGE;>18CM
Profore Lite multi-layer compression bandage kit;;BANDAGE;LITE
Profore latex free multi-layer compression bandage kit 18cm-25cm ankle circumference;;BANDAGE;18-25CM
Profore multi-layer compression bandage kit 18cm-25cm ankle circumference;;BANDAGE;18 - 25CM
Profore multi-layer compression bandage kit 25cm-30cm ankle circumference;;BANDAGE;25 - 30CM
Profore multi-layer compression bandage kit above 30cm ankle circumference;;BANDAGE;30CM & UP
Profore wound contact layer 14cm x 20cm;;BANDAGE;14CMX20CM
Prograf 1mg capsules;0802020T0BBABAB;Capsule;1mg
Prograf 500microgram capsules;0802020T0BBADAF;Capsule;500microgram
Prograf 5mg capsules;0802020T0BBAAAA;Capsule;5mg
Progynova 1mg tablets;0604011K0BBAAAA;Tablet;1mg
Progynova 2mg tablets;0604011K0BBABAB;Tablet;2mg
Progynova TS 100micrograms/24hours transdermal patches;0604011G0BLABBP;Transdermal patch;100microgram/24 hours
Progynova TS 50micrograms/24hours transdermal patches;0604011G0BLAABM;Transdermal patch;50microgram/24 hours
Prolene suture 1.5gauge 45cm length with 26mm curved cutting P needle;;SUTURE;W8020T
Prolia 60mg/1ml solution for injection pre-filled syringes;0606020Z0BBAAAA;Solution for injection;60mg/1ml
Promazine 25mg/5ml syrup;0402010S0AAADAD;Oral solution;25mg/5ml
Promazine 50mg/5ml syrup;0402010S0AAAIAI;Oral solution;50mg/5ml
Promensil Original Formula tablets;091200000BFIQA0;tablets;
Prometax 4.6mg/24hours transdermal patches;0411000E0BHABAF;Transdermal patch;4.6mg/24 hours
Promin Plus low protein pasta spirals;0904010T0BJABAD;;
Promin low protein 40g breakfast bars;;pack;
Promin low protein 40g breakfast bars apple & cinnamon;090401000BBSKA0;pack;
Promin low protein 40g breakfast bars banana;090401000BBSLA0;pack;
Promin low protein 40g breakfast bars cranberry;090401000BBSNA0;pack;
Promin low protein Mac Pot;;;4 x 61g pots
Promin low protein Mac Pot cheese;;;4 x 61g pots
Promin low protein Snax;0904010ATBBAEAA;sachet;1x(3sach+3sach+3sach+3sach)
Promin low protein X-Pot all day scramble;;;4 x 60g pots
Promin low protein X-Pot beef & tomato;;;4 x 60g pots
Promin low protein X-Pot chip shop curry;;;4 x 60g pots
Promin low protein X-Pot rogan style curry;;;4 x 60g pots
Promin low protein burger mix;0904010E0BFAAAF;;4 x 62g sachets
Promin low protein cheese sauce mix;090401010BJAIAA;Powder;
Promin low protein cous cous;0904010T0BGAMAD;;
Promin low protein croutons 40g sachets;0904010X0BIAAAA;sachet;
Promin low protein dessert;;;6 x 36.5g sachets
Promin low protein dessert caramel;0904010AMBBADAA;;6 x 36.5g sachets
Promin low protein dessert chocolate & banana;0904010AMBBABAA;;6 x 36.5g sachets
Promin low protein dessert custard;0904010AMBBACAA;;6 x 36.5g sachets
Promin low protein dessert strawberry & vanilla;0904010AMBBAAAA;;6 x 36.5g sachets
Promin low protein flour;090401020BDAAA0;;
Promin low protein fresh baked bread sliced;0904010X0BIABAA;;
Promin low protein hot breakfast powder sachets;;;6 x 57g sachets
Promin low protein hot breakfast powder sachets apple & cinnamon;0904010AEBCACAA;;6 x 57g sachets
Promin low protein hot breakfast powder sachets banana;0904010AEBCADAA;;6 x 57g sachets
Promin low protein hot breakfast powder sachets chocolate;0904010AEBCABAA;;6 x 57g sachets
Promin low protein hot breakfast powder sachets original;0904010AEBCAAAA;;6 x 56g sachets
Promin low protein imitation rice;0904010V0BDAAAD;;
Promin low protein imitation rice pudding;;;4 x 69g sachets
Promin low protein imitation rice pudding apple;0904010V0BDABAD;;4 x 69g sachets
Promin low protein imitation rice pudding banana;0904010V0BDACAD;;4 x 69g sachets
Promin low protein imitation rice pudding original;0904010V0BDADAD;;4 x 69g sachets
Promin low protein imitation rice pudding strawberry;0904010V0BDAEAD;;4 x 69g sachets
Promin low protein lamb and mint burger mix;090401010BJAAAA;;4 x 62g sachets
Promin low protein lasagne sheets;0904010T0BGAJAD;PASTA;200G
Promin low protein lasagne sheets;0904010T0BGAJAD;pasta;
Promin low protein pasta alphabets;0904010T0BGADAD;;
Promin low protein pasta flat noodles;0904010T0BGANAD;;
Promin low protein pasta in cheese and broccoli sauce;090401060BDAAAC;;4 x 66g sachets
Promin low protein pasta in tomato, pepper and herb sauce;0904010ALBBAAAA;;4 x 72g sachets
Promin low protein pasta shells;0904010T0BGACAD;;
Promin low protein pasta short cut spaghetti;0904010T0BGAEAD;;
Promin low protein pasta spirals;0904010T0BGABAD;;
Promin low protein pasta spirals in Moroccan sauce;0904010ALBBABAA;;4 x 72g sachets
Promin low protein pizza base mix;090401010BJAJAA;;
Promin low protein potato cake mix;090401010BJAKAA;;
Promin low protein potato pot with croutons cabbage & bacon;;;4 x 50g pots
Promin low protein potato pot with croutons onion;;;4 x 50g pots
Promin low protein potato pot with croutons sausage;;;4 x 50g pots
Promin low protein sausage mix;;;4 x 30g sachets
Promin low protein sausage mix apple and sage;090401010BJACAA;;4 x 30g sachets
Promin low protein sausage mix original;090401010BJABAA;;4 x 30g sachets
Promin low protein sausage mix tomato and basil;090401010BJADAA;;4 x 30g sachets
Promin low protein soup with croutons oral powder 23g sachets;;Powder;
Promin low protein soup with croutons oral powder 23g sachets creamy tomato;090401010BJAEAA;Powder;
Promin low protein soup with croutons oral powder 23g sachets pea and mint;090401010BJAFAA;Powder;
Promin low protein soup with croutons oral powder 28g sachets;;Powder;
Promin low protein soup with croutons oral powder 28g sachets creamy chicken;090401010BJAGAA;Powder;
Promin low protein soup with croutons oral powder 28g sachets minestrone;090401010BJAHAA;Powder;
Promin low protein tricolour pasta shells;0904010T0BGAGAD;;
Promin low protein tricolour pasta spirals;0904010T0BGAAAD;PASTA;500G
Promin low protein tricolour pasta spirals;0904010T0BGAAAD;pasta;
Promin low protein white bread mix;090401010BJALAA;;
Promixin 1million unit powder for nebuliser solution unit dose vials;0501070I0BCAAAD;Powder for nebuliser solution;1million unit
Prontoderm foam;;FOAM;
Prontoderm nasal gel;;NASAL GEL;
Prontosan irrigation solution 350ml bottles;;BOTTLE;350ML
Prontosan irrigation solution 40ml unit dose;;POD;40ML
Proscar 5mg tablets;0604020C0BBAAAA;Tablet;5mg
Proshield Foam & Spray skin cleanser;;Ostomy skin protectives;8213 0150 08
Proshield Plus skin protective;;Ostomy skin protectives;8213 0300 04
Prostap 3 DCS 11.25mg powder and solvent for suspension for injection pre-filled syringes;0803042N0BBADAD;Powder and solvent for suspension for injection;11.25mg
Prostap SR DCS 3.75mg powder and solvent for suspension for injection pre-filled syringes;0803042N0BBACAC;Powder and solvent for suspension for injection;3.75mg
Prosys Vesica Community Catheterisation Pack;;AUX PRODUCT CATHETER;VESCP-01
Prosys Vesica Community Catheterisation Pack LT;;AUX PRODUCT CATHETER;VESCP-02
Prosys all silicone catheter female 12Ch;;FOLEY  CATHETER FEMALE;PCF12F10
Prosys all silicone catheter female 14Ch;;FOLEY  CATHETER FEMALE;PCF14F10
Prosys all silicone catheter female 16Ch;;FOLEY  CATHETER FEMALE;PCF16F10
Prosys all silicone catheter female 18Ch;;FOLEY  CATHETER FEMALE;PCF18F10
Prosys all silicone catheter male 12Ch;;FOLEY  CATHETER MALE;PCF12M10
Prosys all silicone catheter male 14Ch;;FOLEY  CATHETER MALE;PCF14M10
Prosys all silicone catheter male 16Ch;;FOLEY  CATHETER MALE;PCF16M10
Prosys all silicone catheter male 18Ch;;FOLEY  CATHETER MALE;PCF18M10
Prosys leg bag sleeve large;;Tubing and accessories;PLS3928,40cm-65cm,large
Prosys leg bag sleeve medium;;Tubing and accessories;PLS3904,36cm-50cm,medium
Prosys non-drainable night drainage bag;;DRAINAGE BAGS;P2
Prosys single use non-sterile drainable night drainage bag;;DRAINAGE BAG;PSU2
Prosys sterile catheter valve;;AUX PRODUCT CATHETER;PCV3942
Prosys sterile drainable night drainage bag with lever tap;;Drainable night drainage bags;P2000-LT,2litre
Prosys sterile drainable night drainage bag with slide tap;;DRAINAGE BAG;P2000
Prosys sterile leg bag with lever tap;;Sterile leg bags;P500L-LT,500ml bag, long tube
Prosys sterile leg bag with lever tap;;Sterile leg bags;P500S-LT,500ml bag, short tube
Prosys sterile leg bag with slide tap;;LEG BAG;P500L
Prosys sterile leg bag with slide tap;;LEG BAG;P500S
Prosys sterile leg bag with slide tap;;Sterile leg bags;P350L,350ml bag, long tube
Prosys sterile leg bag with slide tap;;Sterile leg bags;P350S,350ml bag, short tube
Prosys sterile leg bag with slide tap;;Sterile leg bags;P750L,750ml bag, long tube
Prosys sterile leg bag with slide tap;;Sterile leg bags;P750S,750ml bag, short tube
Protelos 2g granules sachets;0606020X0BBAAAA;Granules;2g
Prothiaden 25mg capsules;0403010J0BBAAAA;Capsule;25mg
Prothiaden 75mg tablets;0403010J0BBABAI;Tablet;75mg
Protifar powder;090401000BBCGA0;POWDER;225G
Protifar powder;090401000BBCGA0;powder;
Protium I.V. 40mg powder for solution for injection vials;0103050R0BBACAC;Powder for solution for injection;40mg
Protopic 0.03% ointment;1305030C0BBABAC;Ointment;0
Protopic 0.03% ointment;1305030C0BBABAC;Ointment;0%
Protopic 0.03% ointment;1305030C0BBABAC;Ointment;0.03%
Protopic 0.1% ointment;1305030C0BBAAAA;Ointment;0
Protopic 0.1% ointment;1305030C0BBAAAA;Ointment;0%
Protopic 0.1% ointment;1305030C0BBAAAA;Ointment;0.10%
Provera 100mg tablets;0803020H0BDAAAC;Tablet;100mg
Provera 10mg tablets;0604012M0BCABAE;Tablet;10mg
Provera 2.5mg tablets;0604012M0BCACAF;Tablet;2.5mg
Provera 200mg tablets;0803020H0BDACAD;Tablet;200mg
Provera 400mg tablets;0803020H0BDADAF;Tablet;400mg
Provera 5mg tablets;0604012M0BCAAAB;Tablet;5mg
Provigil 100mg tablets;0404000R0BBAAAA;Tablet;100mg
Provigil 200mg tablets;0404000R0BBABAC;Tablet;200mg
Provox FreeHands HME filter cassette;;TRACH/LARYNGECT;7712
Provox FreeHands HME filter cassette;;TRACH/LARYNGECT;771200%
Provox FreeHands HME silicone glue;;TRACH/LARYNGECT;772000%
Provox FreeHands HME silicone glue;;TRACH/LARYNGECT;772000.00%
Provox HME stomafilter with FlexiDerm Plus adhesive;;TRACH/LARYNGECT;7,331
Provox HME stomafilter with FlexiDerm adhesive oval;;TRACH/LARYNGECT;7,254
Provox HME stomafilter with FlexiDerm adhesive oval;;TRACH/LARYNGECT;7254
Provox HME stomafilter with FlexiDerm adhesive oval;;TRACH/LARYNGECT;725400%
Provox HME stomafilter with FlexiDerm adhesive oval;;TRACH/LARYNGECT;725400.00%
Provox HME stomafilter with FlexiDerm adhesive round;;TRACH/LARYNGECT;7,253
Provox HME stomafilter with FlexiDerm adhesive round;;TRACH/LARYNGECT;7253
Provox HME stomafilter with FlexiDerm adhesive round;;TRACH/LARYNGECT;725300%
Provox HME stomafilter with FlexiDerm adhesive round;;TRACH/LARYNGECT;725300.00%
Provox HME stomafilter with OptiDerm Plus adhesive;;TRACH/LARYNGECT;7332
Provox HME stomafilter with OptiDerm adhesive oval;;TRACH/LARYNGECT;7256
Provox HME stomafilter with OptiDerm adhesive oval;;TRACH/LARYNGECT;725600%
Provox HME stomafilter with OptiDerm adhesive oval;;TRACH/LARYNGECT;725600.00%
Provox HME stomafilter with OptiDerm adhesive round;;TRACH/LARYNGECT;7255
Provox HME stomafilter with OptiDerm adhesive round;;TRACH/LARYNGECT;725500%
Provox HME stomafilter with OptiDerm adhesive round;;TRACH/LARYNGECT;725500.00%
Provox HME stomafilter with Regular Plus adhesive;;TRACH/LARYNGECT;733000%
Provox HME stomafilter with Regular Plus adhesive;;TRACH/LARYNGECT;733000.00%
Provox HME stomafilter with StabiliBase adhesive;;TRACH/LARYNGECT;7289
Provox HME stomafilter with StabiliBase adhesive;;TRACH/LARYNGECT;728900%
Provox HME stomafilter with StabiliBase adhesive;;TRACH/LARYNGECT;728900.00%
Provox HME stomafilter with XtraBase adhesive;;TRACH/LARYNGECT;7265
Provox HME stomafilter with XtraBase adhesive;;TRACH/LARYNGECT;726500%
Provox HME stomafilter with XtraBase adhesive;;TRACH/LARYNGECT;726500.00%
Provox HME stomafilter with regular adhesive round;;TRACH/LARYNGECT;725100%
Provox HME stomafilter with regular adhesive round;;TRACH/LARYNGECT;725100.00%
Provox LaryClip;;TRACH/LARYNGECT;7669
Provox LaryClip;;TRACH/LARYNGECT;766900.00%
Provox LaryTube 36mm length (fenestrated);;TRACH/LARYNGECT;7,637
Provox LaryTube 36mm length (fenestrated);;TRACH/LARYNGECT;7,640
Provox LaryTube 36mm length (fenestrated);;TRACH/LARYNGECT;7637
Provox LaryTube 36mm length (fenestrated);;TRACH/LARYNGECT;763700%
Provox LaryTube 36mm length (fenestrated);;TRACH/LARYNGECT;7640
Provox LaryTube 36mm length (fenestrated);;TRACH/LARYNGECT;764000.00%
Provox LaryTube 36mm length (fenestrated);;TRACH/LARYNGECT;764300%
Provox LaryTube 55mm length (fenestrated);;TRACH/LARYNGECT;7644
Provox LaryTube 55mm length (fenestrated);;TRACH/LARYNGECT;764400%
Provox LaryTube 55mm length (fenestrated);;TRACH/LARYNGECT;764400.00%
Provox LaryTube 55mm length (fenestrated);;TRACH/LARYNGECT;764700.00%
Provox Micron HME filter cassette;;TRACH/LARYNGECT;724800%
Provox Micron HME filter cassette;;TRACH/LARYNGECT;724800.00%
Provox TrachPhone HME filter cassette;;TRACH/LARYNGECT;7,707
Provox TrachPhone HME filter cassette;;TRACH/LARYNGECT;7707
Provox TrachPhone HME filter cassette;;TRACH/LARYNGECT;770700%
Provox TrachPhone HME filter cassette;;TRACH/LARYNGECT;770700.00%
Provox XL voice prosthesis cleaning brush;;TRACH/LARYNGECT;7,225
Provox XL voice prosthesis cleaning brush;;TRACH/LARYNGECT;7225
Provox XL voice prosthesis cleaning brush;;TRACH/LARYNGECT;722500%
Provox XL voice prosthesis cleaning brush;;TRACH/LARYNGECT;722500.00%
Provox XtraFlow HME filter cassette;;TRACH/LARYNGECT;7291
Provox XtraFlow HME filter cassette;;TRACH/LARYNGECT;729100%
Provox XtraFlow HME filter cassette;;TRACH/LARYNGECT;729100.00%
Provox XtraMoist HME filter cassette;;TRACH/LARYNGECT;7,290
Provox XtraMoist HME filter cassette;;TRACH/LARYNGECT;7290
Provox XtraMoist HME filter cassette;;TRACH/LARYNGECT;729000%
Provox XtraMoist HME filter cassette;;TRACH/LARYNGECT;729000.00%
Provox skin barrier wipes;;Platon Medical Ltd;8011,
Provox voice prosthesis cleaning brush;;TRACH/LARYNGECT;7204
Provox voice prosthesis cleaning brush;;TRACH/LARYNGECT;720400%
Provox voice prosthesis cleaning brush;;TRACH/LARYNGECT;720400.00%
Prozac 20mg capsules;0403030E0BBAAAA;Capsule;20mg
Prozac 20mg/5ml liquid;0403030E0BBABAC;Oral solution;20mg/5ml
Prozep 20mg/5ml oral solution;0403030E0BGAAAH;Oral solution;20mg/5ml
Psoriderm Emulsion 40% bath additive;1305020C0BDAAAB;EMULSION;
Psoriderm Emulsion 40% bath additive;1305020C0BDAAAB;bath emulsion;0
Psoriderm Emulsion 40% bath additive;1305020C0BDAAAB;bath emulsion;40%
Psoriderm Emulsion 40% bath additive;1305020C0BDAAAB;bath emulsion;40.00%
Psoriderm cream;1305020C0BDABBC;Cream;6% /  0.4%
Psoriderm scalp lotion;1309000C0BDAAAE;Shampoo;2.5% /  0.3%
Psytixol 100mg/1ml solution for injection ampoules;0402020G0BCADAB;Solution for injection;100mg/1ml
Psytixol 200mg/1ml solution for injection ampoules;0402020G0BCAEAI;Solution for injection;200mg/1ml
Psytixol 20mg/1ml solution for injection ampoules;0402020G0BCAAAA;Solution for injection;20mg/1ml
Psytixol 40mg/2ml solution for injection ampoules;0402020G0BCABAC;Solution for injection;40mg/2ml
Psytixol 50mg/0.5ml solution for injection ampoules;0402020G0BCACAH;Solution for injection;50mg/0.5ml
Pulmicort 0.5mg Respules;;Nebuliser liquid;500microgram/2ml
Pulmicort 100 Turbohaler;0302000K0BBAKAK;Inhalation powder;100microgram/dose
Pulmicort 1mg Respules;;Nebuliser liquid;1mg/2ml
Pulmicort 200 Turbohaler;0302000K0BBAHAG;Inhalation powder;200microgram/dose
Pulmicort 400 Turbohaler;0302000K0BBAIAH;Inhalation powder;400microgram/dose
Pulmozyme 2.5mg nebuliser liquid 2.5ml ampoules;0307000K0BBAAAA;Nebuliser liquid;2.5mg/2.5ml
Pure Health Liquid Paraffin 50% in White Soft Paraffin ointment;;Ointment;50% /  50%
Pure Health Liquid Paraffin/White Soft Paraffin;130201000BBILA6;Ointment;50% /  50%
Puri-Nethol 50mg tablets;0801030L0BBAAAA;Tablet;50mg
Purifoam filter;;TRACH/LARYNGECT;CR3853
Pylobactell breath test kit;010300000BBABAB;Soluble tablet;100mg
Pyralvex solution;1203010S0BBAAAA;SOLUTION;
Pyralvex solution;1203010S0BBAAAA;solution;1% /  5%
Pyrid-20 tablets;0906024N0CIAAAN;Tablet;20mg
Pyridoxine 10mg tablets;0906024N0AAAGAG;Tablet;10mg
QV 5% skin lotion;;Liquid;5%
QV 5% skin lotion;;Liquid;5.00%
QV 85.09% bath oil;;OIL;
QV 85.09% bath oil;;bath oil;85%
QV 85.09% bath oil;;bath oil;85.09%
QV Gentle wash;;WASH;
QV Intensive ointment;;OINTMENT;
QV cream;;Cream;
Qlaira tablets;0703010R0BBAAAA;TABLETS;3 X 28
Qtern 5mg/10mg tablets;0601023AVBBAAAA;Tablet;5mg /  10mg
Quest Acidophilus Plus capsules;091104000BBBHA0;Capsule;
Quest Cod Liver Oil 1000mg capsules;0906011H0BTAAAG;Capsule;1g
Quest Enzyme Digest tablets;091102000BBACA0;Tablet;
Questran 4g oral powder sachets;0212000F0BBAAAB;Powder;4g
Questran Light 4g oral powder sachets;0212000F0BBACAE;Powder;4g
Qufora IrriSedo Balloon System accessory set;;ANAL IRRIGATION;58201-015
Qufora IrriSedo Bed System;;ANAL IRRIGATION;53001-015
Qufora IrriSedo Bed System;;ANAL IRRIGATION;53001-055
Qufora IrriSedo Bed System;;ANAL IRRIGATION;53101-055
Qufora IrriSedo Bed System;;ANAL IRRIGATION;53201-055
Qufora IrriSedo Cone System 15 irrigation set;;ANAL IRRIGATION;QTM
Qufora IrriSedo Cone System accessory set;;ANAL IRRIGATION;52601-015
Qufora IrriSedo Cone System starter set;;ANAL IRRIGATION;QTS
Qufora IrriSedo Mini System 15 irrigation set;;ANAL IRRIGATION;53601-015
Qufora IrriSedo Mini System 30 irrigation set;;ANAL IRRIGATION;53601-030
Qufora IrriSedo extension tube;;ANAL IRRIGATION;52715-015
Qufora all silicone catheter female 12Ch;;FOLEY  CATHETER FEMALE;34240512
Qufora all silicone suprapubic catheter 12Ch;;URINARY SUPRAPUBIC  CATHETER;34230212
Quinoderm 10 cream;1306010C0BQAAAT;Cream;10% /  0.5%
Quinoderm facewash;1311020L0CFAABN;Wash;
Quinoric 200mg tablets;1001030C0BCAAAA;Tablet;200mg
Qvar 100 Autohaler;0302000C0BJADBH;Pressurised inhalation;100microgram/dose
Qvar 100 inhaler;0302000C0BJABBF;Pressurised inhalation;100microgram/dose
Qvar 100micrograms/dose Easi-Breathe inhaler;0302000C0BJAFBH;Pressurised inhalation;100microgram/dose
Qvar 50 Autohaler;0302000C0BJACBG;Pressurised inhalation;50microgram/dose
Qvar 50 inhaler;0302000C0BJAABE;Pressurised inhalation;50microgram/dose
Qvar 50micrograms/dose Easi-Breathe inhaler;0302000C0BJAEBG;Pressurised inhalation;50microgram/dose
R1 gel 6g sachets;;GEL;6G
R2 lotion 1g sachets;;LOTION;1G
Rabipur vaccine powder and solvent for solution for injection 1ml pre-filled syringes;1404000N0BDABAF;Powder and solvent for solution for injection;
Rabipur vaccine powder and solvent for solution for injection 1ml vials;1404000N0BDAAAB;Powder and solvent for solution for injection;
Radian B Pain Relief spray;1003020N0BFAFAY;Spray;100ML
Ralvo 700mg medicated plasters;;Medicated plaster;5%
Ralvo 700mg medicated plasters;;Medicated plaster;5.00%
Ranexa 375mg modified-release tablets;0206030Z0BBAAAA;Modified-release tablet;375mg
Ranexa 500mg modified-release tablets;0206030Z0BBABAB;Modified-release tablet;500mg
Ranexa 750mg modified-release tablets;0206030Z0BBACAC;Modified-release tablet;750mg
Ranitil 150mg tablets;0103010T0BJAAAA;Tablet;150mg
Rapamune 0.5mg tablets;0802020U0BBAFAF;Tablet;500microgram
Rapamune 1mg tablets;0802020U0BBADAD;Tablet;1mg
Rapamune 1mg/ml oral solution;0802020U0BBACAC;Oral solution;1mg/ml
Rapamune 2mg tablets;0802020U0BBAEAE;Tablet;2mg
Rapifen 1mg/2ml solution for injection ampoules;1501043A0BBAAAB;Solution for injection;1mg/2ml
Rapilose 40% gel;;Oral gel;0
Rapilose 40% gel;;Oral gel;40%
Rapilose 40% gel;;Oral gel;40.00%
Rapilose OGTT solution;0601040I0BFABAE;Oral solution;75g/300ml
Rapitil 2% eye drops;1104020N0BBAAAA;Eye drops;0
Rapitil 2% eye drops;1104020N0BBAAAA;Eye drops;2%
Rapitil 2% eye drops;1104020N0BBAAAA;Eye drops;2.00%
Raporsin XL 4mg tablets;0205040D0BKAAAQ;Modified-release tablet;4mg
Rapport Classic vacuum pump;;VACUUM PUMP;SM2000
Rapport Premier vacuum pump;;VACUUM PUMP;SM2200
Rapport ring loading system;;CONSTRCTR RING;SM2220
Rasilez 150mg tablets;0205053A0BBAAAA;Tablet;150mg
Rasilez 300mg tablets;0205053A0BBABAB;Tablet;300mg
Rawel XL 1.5mg tablets;0202010P0BLAAAD;Modified-release tablet;1.5mg
ReQuip 1mg tablets;0409010H0BBABAB;Tablet;1mg
ReQuip 250microgram tablets;0409010H0BBAAAA;Tablet;250microgram
ReQuip 2mg tablets;0409010H0BBACAC;Tablet;2mg
ReQuip 5mg tablets;0409010H0BBADAD;Tablet;5mg
ReQuip XL 2mg tablets;0409010H0BBAGAK;Modified-release tablet;2mg
ReQuip XL 4mg tablets;0409010H0BBAHAL;Modified-release tablet;4mg
ReQuip XL 8mg tablets;0409010H0BBAIAM;Modified-release tablet;8mg
ReadyWrap armsleeve average large;;Lohmann & Rauscher (UK) Ltd;average large  , Beige
ReadyWrap armsleeve average medium;;Lohmann & Rauscher (UK) Ltd;average medium  , Beige
ReadyWrap armsleeve average medium;;Lohmann & Rauscher (UK) Ltd;average medium  , Black
