AMP_NM;BNF_CODE;PRESENTATION;STRENGTH;DATE_FROM;DATE_TO;VERSION
Neria subcutaneous drug delivery device 110cm tubing 10mm needle 29gauge;;DRUG DELIV ACC;78110293100.00%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 6mm needle 27gauge;;DRUG DELIV ACC;781102736;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 6mm needle 27gauge;;DRUG DELIV ACC;78110273600%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 6mm needle 27gauge;;DRUG DELIV ACC;78110273600.00%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 6mm needle 29gauge;;DRUG DELIV ACC;78110293600.00%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 8mm needle 27gauge;;DRUG DELIV ACC;781,102,738;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 8mm needle 27gauge;;DRUG DELIV ACC;781102738;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 8mm needle 27gauge;;DRUG DELIV ACC;78110273800%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 8mm needle 27gauge;;DRUG DELIV ACC;78110273800.00%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 8mm needle 29gauge;;DRUG DELIV ACC;781102938;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 8mm needle 29gauge;;DRUG DELIV ACC;78110293800%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 110cm tubing 8mm needle 29gauge;;DRUG DELIV ACC;78110293800.00%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 60cm tubing 10mm needle 29gauge;;DRUG DELIV ACC;###############################################################################################################################################################################################################################################################;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 60cm tubing 10mm needle 29gauge;;DRUG DELIV ACC;780,602,931;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 60cm tubing 10mm needle 29gauge;;DRUG DELIV ACC;780602931;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 60cm tubing 10mm needle 29gauge;;DRUG DELIV ACC;78060293100%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 60cm tubing 10mm needle 29gauge;;DRUG DELIV ACC;78060293100.00%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 60cm tubing 8mm needle 29gauge;;DRUG DELIV ACC;780,602,938;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 60cm tubing 8mm needle 29gauge;;DRUG DELIV ACC;780602938;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 60cm tubing 8mm needle 29gauge;;DRUG DELIV ACC;78060293800%;2018-11-09;2018-11-09;1
Neria subcutaneous drug delivery device 60cm tubing 8mm needle 29gauge;;DRUG DELIV ACC;78060293800.00%;2018-11-09;2018-11-09;1
Nerisone 0.1% cream;1304000L0BBAAAA;Cream;0%;2018-11-09;2018-11-09;1
Nerisone 0.1% cream;1304000L0BBAAAA;Cream;0.10%;2018-11-09;2018-11-09;1
Nerisone 0.1% oily cream;1304000L0BBABAB;Cream;0%;2018-11-09;2018-11-09;1
Nerisone 0.1% oily cream;1304000L0BBABAB;Cream;0.10%;2018-11-09;2018-11-09;1
Nerisone 0.1% ointment;1304000L0BBADBB;Ointment;0%;2018-11-09;2018-11-09;1
Nerisone 0.1% ointment;1304000L0BBADBB;Ointment;0.10%;2018-11-09;2018-11-09;1
Nerisone Forte 0.3% oily cream;1304000L0BBACAC;Cream;0;2018-11-09;2018-11-09;1
Nerisone Forte 0.3% oily cream;1304000L0BBACAC;Cream;0%;2018-11-09;2018-11-09;1
Nerisone Forte 0.3% oily cream;1304000L0BBACAC;Cream;0.30%;2018-11-09;2018-11-09;1
Nerisone Forte 0.3% ointment;1304000L0BBAEBC;Ointment;0%;2018-11-09;2018-11-09;1
Nerisone Forte 0.3% ointment;1304000L0BBAEBC;Ointment;0.30%;2018-11-09;2018-11-09;1
Neulactil 2.5mg tablets;0402010P0BBAAAD;Tablet;2.5mg;2018-11-09;2018-11-09;1
Neupogen 30million units/1ml solution for injection vials;0901060I0BBAAAA;Solution for injection;30million unit/1ml;2018-11-09;2018-11-09;1
Neupro 1mg/24hours transdermal patches;0409010Z0BBAFAF;Transdermal patch;1mg/24 hours;2018-11-09;2018-11-09;1
Neupro 2mg/24hours transdermal patches;0409010Z0BBAAAA;Transdermal patch;2mg/24 hours;2018-11-09;2018-11-09;1
Neupro 3mg/24hours transdermal patches;0409010Z0BBAGAG;Transdermal patch;3mg/24 hours;2018-11-09;2018-11-09;1
Neupro 4mg/24hours transdermal patches;0409010Z0BBABAB;Transdermal patch;4mg/24 hours;2018-11-09;2018-11-09;1
Neupro 6mg/24hours transdermal patches;0409010Z0BBACAC;Transdermal patch;6mg/24 hours;2018-11-09;2018-11-09;1
Neupro 8mg/24hours transdermal patches;0409010Z0BBADAD;Transdermal patch;8mg/24 hours;2018-11-09;2018-11-09;1
Neupro transdermal patches treatment initiation pack;0409010Z0BBAEAE;PATCH;STARTR PK;2018-11-09;2018-11-09;1
Neurontin 100mg capsules;0408010G0BBAAAA;Capsule;100mg;2018-11-09;2018-11-09;1
Neurontin 300mg capsules;0408010G0BBABAB;Capsule;300mg;2018-11-09;2018-11-09;1
Neurontin 400mg capsules;0408010G0BBACAC;Capsule;400mg;2018-11-09;2018-11-09;1
Neurontin 600mg tablets;0408010G0BBADAJ;Tablet;600mg;2018-11-09;2018-11-09;1
Neurontin 800mg tablets;0408010G0BBAEAK;Tablet;800mg;2018-11-09;2018-11-09;1
Neuropad neuropathy sweat detection pad;060106000BBABA0;REAGENT;;2018-11-09;2018-11-09;1
Neutrogena Norwegian Formula 40% dermatological cream;130201000BBDPBX;Cream;0;2018-11-09;2018-11-09;1
Neutrogena Norwegian Formula 40% dermatological cream;130201000BBDPBX;Cream;40%;2018-11-09;2018-11-09;1
Neutrogena Norwegian Formula 40% dermatological cream;130201000BBDPBX;Cream;40.00%;2018-11-09;2018-11-09;1
Neutrogena T/Gel 2 in 1 shampoo & conditioner;;Not applicable;0;2018-11-09;2018-11-09;1
Neutrogena T/Gel 2 in 1 shampoo & conditioner;;Not applicable;1%;2018-11-09;2018-11-09;1
Neutrogena T/Gel 2 in 1 shampoo & conditioner;;Not applicable;1.00%;2018-11-09;2018-11-09;1
Neutrogena T/Gel 2 in 1 shampoo & conditioner;;shampoo;0;2018-11-09;2018-11-09;1
Neutrogena T/Gel 2 in 1 shampoo & conditioner;;shampoo;1%;2018-11-09;2018-11-09;1
Neutrogena T/Gel 2 in 1 shampoo & conditioner;;shampoo;1.00%;2018-11-09;2018-11-09;1
Neutrogena T/Gel Therapeutic shampoo;1309000C0BJAAAN;Shampoo;0;2018-11-09;2018-11-09;1
Neutrogena T/Gel Therapeutic shampoo;1309000C0BJAAAN;Shampoo;2%;2018-11-09;2018-11-09;1
Neutrogena T/Gel Therapeutic shampoo;1309000C0BJAAAN;Shampoo;2.00%;2018-11-09;2018-11-09;1
Neutrogena T/Gel shampoo for dry hair;;SHAMPOO;;2018-11-09;2018-11-09;1
Neutrogena T/Gel shampoo for dry hair;;shampoo;;2018-11-09;2018-11-09;1
Neutrogena T/Gel shampoo for greasy hair;;SHAMPOO;;2018-11-09;2018-11-09;1
Neutrogena T/Gel shampoo for greasy hair;;shampoo;;2018-11-09;2018-11-09;1
Neutrogena T/Gel shampoo for sensitive scalp;;Not applicable;0;2018-11-09;2018-11-09;1
Neutrogena T/Gel shampoo for sensitive scalp;;Not applicable;1%;2018-11-09;2018-11-09;1
Neutrogena T/Gel shampoo for sensitive scalp;;Not applicable;1.00%;2018-11-09;2018-11-09;1
Neutrogena T/Gel shampoo for sensitive scalp;;shampoo;0;2018-11-09;2018-11-09;1
Neutrogena T/Gel shampoo for sensitive scalp;;shampoo;1%;2018-11-09;2018-11-09;1
Neutrogena T/Gel shampoo for sensitive scalp;;shampoo;1.00%;2018-11-09;2018-11-09;1
Nevanac 1mg/ml eye drops;1108020AFBBAAAA;Eye drops;1mg/ml;2018-11-09;2018-11-09;1
Nevanac 3mg/ml eye drops;1108020AFBBABAB;;3mg/ml;2018-11-09;2018-11-09;1
Nex Mac showering aid;;TRACH/LARYNGECT;HNM;2018-11-09;2018-11-09;1
Nex foam collar filter;;TRACH/LARYNGECT;HNFC;2018-11-09;2018-11-09;1
Nex laryngectomy T collar;;TRACH/LARYNGECT;HNLTB;2018-11-09;2018-11-09;1
Nex laryngectomy T collar;;TRACH/LARYNGECT;HNLTG;2018-11-09;2018-11-09;1
Nex laryngectomy T collar;;TRACH/LARYNGECT;HNLTW;2018-11-09;2018-11-09;1
Nex tracheostomy tube holder;;TRACH/LARYNGECT;HNTTHA;2018-11-09;2018-11-09;1
Nexium 10mg gastro-resistant granules sachets;0103050E0BBADAE;Gastro-resistant granules;10mg;2018-11-09;2018-11-09;1
Nexium 20mg gastro-resistant tablets;0103050E0BBAAAA;Gastro-resistant tablet;20mg;2018-11-09;2018-11-09;1
Nexium 40mg gastro-resistant tablets;0103050E0BBABAB;Gastro-resistant tablet;40mg;2018-11-09;2018-11-09;1
Nexium I.V 40mg powder for solution for injection vials;0103050E0BBACAC;Powder for solution for injection;40mg;2018-11-09;2018-11-09;1
Nexplanon 68mg implant;0703022P0BCAAAA;Implant;68mg;2018-11-09;2018-11-09;1
NiQuitin 14mg patches;0410020B0BDABAQ;Transdermal patch;14mg/24 hours;2018-11-09;2018-11-09;1
NiQuitin 21mg patches;0410020B0BDAAAR;Transdermal patch;21mg/24 hours;2018-11-09;2018-11-09;1
NiQuitin 2mg lozenges original menthol mint;0410020B0BDAGAY;LOZENGES;2MG;2018-11-09;2018-11-09;1
NiQuitin 4mg lozenges original menthol mint;0410020B0BDAHAZ;LOZENGES;4MG;2018-11-09;2018-11-09;1
NiQuitin 4mg lozenges original menthol mint;0410020B0BDAHAZ;lozenges;4mg;2018-11-09;2018-11-09;1
NiQuitin 7mg patches;0410020B0BDACAP;Transdermal patch;7mg/24 hours;2018-11-09;2018-11-09;1
NiQuitin Clear 21mg patches;0410020B0BDADAR;Transdermal patch;21mg/24 hours;2018-11-09;2018-11-09;1
NiQuitin Extra Fresh Mint 2mg medicated chewing gum;0410020B0BDAUBA;;2mg;2018-11-09;2018-11-09;1
NiQuitin Extra Fresh Mint 4mg medicated chewing gum;0410020B0BDAVBD;;4mg;2018-11-09;2018-11-09;1
NiQuitin Fresh Mint 2mg medicated chewing gum;0410020B0BDAIBA;medicated chewing gum;2mg;2018-11-09;2018-11-09;1
NiQuitin Fresh Mint 4mg medicated chewing gum;0410020B0BDAJBD;medicated chewing gum;4mg;2018-11-09;2018-11-09;1
NiQuitin Freshmint 2mg medicated chewing gum;0410020B0BDAIBA;GUM;2MG;2018-11-09;2018-11-09;1
NiQuitin Freshmint 2mg medicated chewing gum;0410020B0BDAIBA;medicated chewing gum;2mg;2018-11-09;2018-11-09;1
NiQuitin Freshmint 4mg medicated chewing gum;0410020B0BDAJBD;GUM;4MG;2018-11-09;2018-11-09;1
NiQuitin Freshmint 4mg medicated chewing gum;0410020B0BDAJBD;medicated chewing gum;4mg;2018-11-09;2018-11-09;1
NiQuitin Minis Mint 1.5mg lozenges;0410020B0BDAPBP;LOZENGES;1.5MG;2018-11-09;2018-11-09;1
NiQuitin Minis Mint 1.5mg lozenges;0410020B0BDAPBP;lozenges;1.5mg;2018-11-09;2018-11-09;1
NiQuitin Minis Mint 4mg lozenges;0410020B0BDANBH;LOZENGE;4MG;2018-11-09;2018-11-09;1
NiQuitin Minis Mint 4mg lozenges;0410020B0BDANBH;lozenges;4mg;2018-11-09;2018-11-09;1
NiQuitin Minis Orange 1.5mg lozenges;0410020B0BDATCB;lozenges;1.5mg;2018-11-09;2018-11-09;1
NiQuitin Mint 4mg lozenges;0410020B0BDALBH;LOZENGES;4MG;2018-11-09;2018-11-09;1
NiQuitin Mint 4mg lozenges;0410020B0BDALBH;lozenges;4mg;2018-11-09;2018-11-09;1
NiQuitin Pre-Quit Clear 21mg patches;0410020B0BDARAR;Transdermal patch;21mg/24 hours;2018-11-09;2018-11-09;1
NiQuitin Pre-Quit Mint 4mg lozenges;0410020B0BDAMBH;LOZENGES;4MG;2018-11-09;2018-11-09;1
NiQuitin Strips Mint 2.5mg oral films;0410020B0BDASCA;ORAL FILMS;2.5MG;2018-11-09;2018-11-09;1
NiQuitin Strips Mint 2.5mg oral films;0410020B0BDASCA;orodispersible films;2.5mg;2018-11-09;2018-11-09;1
Niatin 500mg capsules;0906022K0BDAAAG;Capsule;500mg;2018-11-09;2018-11-09;1
Niatin 500mg tablets;0906022K0BDABAC;Tablet;500mg;2018-11-09;2018-11-09;1
Niatin 50mg tablets;0906022K0BDACAA;Tablet;50mg;2018-11-09;2018-11-09;1
Nicam 4% gel;1306010N0BCAAAA;Gel;0;2018-11-09;2018-11-09;1
Nicam 4% gel;1306010N0BCAAAA;Gel;4%;2018-11-09;2018-11-09;1
Nicam 4% gel;1306010N0BCAAAA;Gel;4.00%;2018-11-09;2018-11-09;1
Nicef 250mg capsules;0501021M0BCAAAA;Capsule;250mg;2018-11-09;2018-11-09;1
Nicef 500mg capsules;0501021M0BCABAB;Capsule;500mg;2018-11-09;2018-11-09;1
Nicorette 10mg Inhalator;0410020B0BBAGAV;CARTRIDGE;10MG;2018-11-09;2018-11-09;1
Nicorette 15mg Inhalator;0410020B0BBBABZ;CARTRIDGE;15MG;2018-11-09;2018-11-09;1
Nicorette 15mg Inhalator;0410020B0BBBABZ;inhalation cartridges with device;15mg;2018-11-09;2018-11-09;1
Nicorette 500micrograms/dose nasal spray;0410020B0BBAFAN;Spray;500microgram/dose;2018-11-09;2018-11-09;1
Nicorette Cools 2mg lozenges;0410020B0BBBBAY;LOZENGE;2MG;2018-11-09;2018-11-09;1
Nicorette Cools 2mg lozenges;0410020B0BBBBAY;lozenges;2mg;2018-11-09;2018-11-09;1
Nicorette Cools 4mg lozenges;0410020B0BBBCAZ;LOZENGE;4MG;2018-11-09;2018-11-09;1
Nicorette Cools 4mg lozenges;0410020B0BBBCAZ;lozenges;4mg;2018-11-09;2018-11-09;1
Nicorette Freshmint 2mg medicated chewing gum;0410020B0BBAPBK;GUM;2MG;2018-11-09;2018-11-09;1
Nicorette Freshmint 2mg medicated chewing gum;0410020B0BBAPBK;medicated chewing gum;2mg;2018-11-09;2018-11-09;1
Nicorette Freshmint 4mg medicated chewing gum;0410020B0BBAQBL;GUM;4MG;2018-11-09;2018-11-09;1
Nicorette Freshmint 4mg medicated chewing gum;0410020B0BBAQBL;medicated chewing gum;4mg;2018-11-09;2018-11-09;1
Nicorette Fruitfusion 2mg medicated chewing gum;0410020B0BBARBM;GUM;2MG;2018-11-09;2018-11-09;1
Nicorette Fruitfusion 2mg medicated chewing gum;0410020B0BBARBM;medicated chewing gum;2mg;2018-11-09;2018-11-09;1
Nicorette Fruitfusion 4mg medicated chewing gum;0410020B0BBASBN;GUM;4MG;2018-11-09;2018-11-09;1
Nicorette Fruitfusion 4mg medicated chewing gum;0410020B0BBASBN;medicated chewing gum;4mg;2018-11-09;2018-11-09;1
Nicorette Fruitfusion 6mg medicated chewing gum;0410020B0BBBDCC;medicated chewing gum;6mg;2018-11-09;2018-11-09;1
Nicorette Icy White 2mg medicated chewing gum;0410020B0BBAWBS;GUM;2MG;2018-11-09;2018-11-09;1
Nicorette Icy White 2mg medicated chewing gum;0410020B0BBAWBS;medicated chewing gum;2mg;2018-11-09;2018-11-09;1
Nicorette Icy White 4mg medicated chewing gum;0410020B0BBAXBT;GUM;4MG;2018-11-09;2018-11-09;1
Nicorette Icy White 4mg medicated chewing gum;0410020B0BBAXBT;medicated chewing gum;4mg;2018-11-09;2018-11-09;1
Nicorette Microtab 2mg sublingual tablets;0410020B0BBAHAW;Sublingual tablet;2mg;2018-11-09;2018-11-09;1
Nicorette Original 2mg medicated chewing gum;0410020B0BBAAAA;GUM;2MG;2018-11-09;2018-11-09;1
Nicorette Original 2mg medicated chewing gum;0410020B0BBAAAA;medicated chewing gum;2mg;2018-11-09;2018-11-09;1
Nicorette Original 4mg medicated chewing gum;0410020B0BBABAB;GUM;4MG;2018-11-09;2018-11-09;1
Nicorette Original 4mg medicated chewing gum;0410020B0BBABAB;medicated chewing gum;4mg;2018-11-09;2018-11-09;1
Nicorette QuickMist 1mg/dose mouthspray;0410020B0BBAZBW;Spray;1mg/dose;2018-11-09;2018-11-09;1
Nicorette invisi 10mg/16hours patches;0410020B0BBATAT;Transdermal patch;10mg/16 hours;2018-11-09;2018-11-09;1
Nicorette invisi 15mg/16hours patches;0410020B0BBAUAU;Transdermal patch;15mg/16 hours;2018-11-09;2018-11-09;1
Nicorette invisi 25mg/16hours patches;0410020B0BBAVBR;Transdermal patch;25mg/16 hours;2018-11-09;2018-11-09;1
Nicotinell 1mg lozenges;0410020D0BBABAB;LOZENGES;1MG;2018-11-09;2018-11-09;1
Nicotinell 1mg lozenges;0410020D0BBABAB;lozenges;1mg;2018-11-09;2018-11-09;1
Nicotinell 2mg lozenges;0410020D0BBAAAA;LOZENGES;2MG;2018-11-09;2018-11-09;1
Nicotinell 2mg lozenges;0410020D0BBAAAA;lozenges;2mg;2018-11-09;2018-11-09;1
Nicotinell Fruit 2mg medicated chewing gum;0410020B0BCAFBC;CHEWING GUM;2MG;2018-11-09;2018-11-09;1
Nicotinell Fruit 2mg medicated chewing gum;0410020B0BCAFBC;medicated chewing gum;2mg;2018-11-09;2018-11-09;1
Nicotinell Fruit 4mg medicated chewing gum;0410020B0BCAHBF;CHEWING GUM;4MG;2018-11-09;2018-11-09;1
Nicotinell Fruit 4mg medicated chewing gum;0410020B0BCAHBF;medicated chewing gum;4mg;2018-11-09;2018-11-09;1
Nicotinell Icemint 2mg medicated chewing gum;0410020B0BCAPBY;CHEWING GUM;2MG;2018-11-09;2018-11-09;1
Nicotinell Icemint 2mg medicated chewing gum;0410020B0BCAPBY;medicated chewing gum;2mg;2018-11-09;2018-11-09;1
Nicotinell Icemint 4mg medicated chewing gum;0410020B0BCANBX;CHEWING GUM;4MG;2018-11-09;2018-11-09;1
Nicotinell Icemint 4mg medicated chewing gum;0410020B0BCANBX;medicated chewing gum;4mg;2018-11-09;2018-11-09;1
Nicotinell Liquorice 2mg medicated chewing gum;0410020B0BCAIBI;CHEWING GUM;2MG;2018-11-09;2018-11-09;1
Nicotinell Liquorice 2mg medicated chewing gum;0410020B0BCAIBI;medicated chewing gum;2mg;2018-11-09;2018-11-09;1
Nicotinell Liquorice 4mg medicated chewing gum;0410020B0BCAJBJ;CHEWING GUM;4MG;2018-11-09;2018-11-09;1
Nicotinell Mint 2mg medicated chewing gum;0410020B0BCAEBA;CHEWING GUM;2MG;2018-11-09;2018-11-09;1
Nicotinell Mint 2mg medicated chewing gum;0410020B0BCAEBA;medicated chewing gum;2mg;2018-11-09;2018-11-09;1
Nicotinell Mint 4mg medicated chewing gum;0410020B0BCAGBD;CHEWING GUM;4MG;2018-11-09;2018-11-09;1
Nicotinell TTS 10 patches;0410020B0BCAAAP;Transdermal patch;7mg/24 hours;2018-11-09;2018-11-09;1
Nicotinell TTS 20 patches;0410020B0BCABAQ;Transdermal patch;14mg/24 hours;2018-11-09;2018-11-09;1
Nicotinell TTS 30 patches;0410020B0BCACAR;Transdermal patch;21mg/24 hours;2018-11-09;2018-11-09;1
Nifedipress MR 10 tablets;0206020R0CBAAAE;Modified-release tablet;10mg;2018-11-09;2018-11-09;1
Nifedipress MR 20 tablets;0206020R0CBABAR;Modified-release tablet;20mg;2018-11-09;2018-11-09;1
Niferex 100mg/5ml elixir;0901011S0BBABAA;Oral solution;100mg/5ml;2018-11-09;2018-11-09;1
Nifopress Retard 20mg tablets;0206020R0CEAAAR;Modified-release tablet;20mg;2018-11-09;2018-11-09;1
Niko Fix dressing 7cm x 8.5cm;;DRESSING;7CMX8.5CM;2018-11-09;2018-11-09;1
Nimenrix vaccine powder and solvent for solution for injection 0.5ml pre-filled syringes;1404000X0BJAAAG;Powder and solvent for solution for injection;;2018-11-09;2018-11-09;1
Nimotop 0.02% solution for infusion 50ml vials;0206020M0BBAAAA;INFUSION;10MG/50ML;2018-11-09;2018-11-09;1
Nimotop 30mg tablets;0206020M0BBABAB;Tablet;30mg;2018-11-09;2018-11-09;1
Nimvastid 6mg capsules;;Capsule;6mg;2018-11-09;2018-11-09;1
Nipatra 100mg chewable tablets;0704050Z0BDACAP;Chewable tablet;100mg;2018-11-09;2018-11-09;1
Nipatra 25mg chewable tablets;0704050Z0BDAAAM;Chewable tablet;25mg;2018-11-09;2018-11-09;1
Nipatra 50mg chewable tablets;0704050Z0BDABAN;Chewable tablet;50mg;2018-11-09;2018-11-09;1
Nitcomb-S1;;HEAD LICE DEV;;2018-11-09;2018-11-09;1
Nitlotion;;HEAD LICE DEV;;2018-11-09;2018-11-09;1
Nitrile-Pro gloves extra large;;GLOVE;PACK 200;2018-11-09;2018-11-09;1
Nitrile-Pro gloves large;;GLOVE;PACK 200;2018-11-09;2018-11-09;1
Nitrile-Pro gloves medium;;GLOVE;PACK 200;2018-11-09;2018-11-09;1
Nitrile-Pro gloves small;;GLOVE;PACK 200;2018-11-09;2018-11-09;1
Nitro-Dur 0.2mg/hour transdermal patches;0206010F0BSABBH;Transdermal patch;5mg/24 hours;2018-11-09;2018-11-09;1
Nitro-Dur 0.4mg/hour transdermal patches;0206010F0BSACBI;Transdermal patch;10mg/24 hours;2018-11-09;2018-11-09;1
Nitro-Dur 0.6mg/hour transdermal patches;0206010F0BSADBJ;Transdermal patch;15mg/24 hours;2018-11-09;2018-11-09;1
Nitrolingual 400micrograms/dose pump sublingual spray;0206010F0BFABCJ;Sublingual spray;400microgram/dose;2018-11-09;2018-11-09;1
Nitrolingual 400micrograms/dose pump sublingual spray;0206010F0BFADCI;Sublingual spray;400microgram/dose;2018-11-09;2018-11-09;1
Nitromin 400micrograms/dose pump sublingual spray;0206010F0BWAACI;Sublingual spray;400microgram/dose;2018-11-09;2018-11-09;1
Nitromin 400micrograms/dose pump sublingual spray;0206010F0BWABCJ;Sublingual spray;400microgram/dose;2018-11-09;2018-11-09;1
Nitty Gritty NitFree steel nit comb;;COMB;;2018-11-09;2018-11-09;1
Nivemycin 500mg tablets;0501040N0BCAAAD;Tablet;500mg;2018-11-09;2018-11-09;1
Nizoral 2% cream;1310020L0BBAAAA;Cream;0;2018-11-09;2018-11-09;1
Nizoral 2% cream;1310020L0BBAAAA;Cream;2%;2018-11-09;2018-11-09;1
Nizoral 2% cream;1310020L0BBAAAA;Cream;2.00%;2018-11-09;2018-11-09;1
Nizoral 2% shampoo;1309000I0BBAAAA;Shampoo;0;2018-11-09;2018-11-09;1
Nizoral 2% shampoo;1309000I0BBAAAA;Shampoo;2%;2018-11-09;2018-11-09;1
Nizoral 2% shampoo;1309000I0BBAAAA;Shampoo;2.00%;2018-11-09;2018-11-09;1
Nizoral 200mg tablets;0502020A0BBAAAC;Tablet;200mg;2018-11-09;2018-11-09;1
No-Roma deodorant;;SPRAY;833021;2018-11-09;2018-11-09;1
No-Roma deodorant;;SPRAY;83302100%;2018-11-09;2018-11-09;1
No-Roma deodorant;;SPRAY;83302100.00%;2018-11-09;2018-11-09;1
No-Roma deodorant;;SPRAY;833056;2018-11-09;2018-11-09;1
No-Roma deodorant;;SPRAY;83305600%;2018-11-09;2018-11-09;1
No-Roma deodorant;;SPRAY;83305600.00%;2018-11-09;2018-11-09;1
Nodor S deodorant;;Ostomy deodorants;080-00;2018-11-09;2018-11-09;1
Nodor S deodorant;;Ostomy deodorants;080-01;2018-11-09;2018-11-09;1
Non-drainable night drainage bag;;Non-drainable night drainage bags;9651,2litre;2018-11-09;2018-11-09;1
Non-drainable night drainage bag;;Non-drainable night drainage bags;NB3ND;2018-11-09;2018-11-09;1
Non-sterile catheter drainage bag adult;;Non-sterile leg bags;WP205-01-S;2018-11-09;2018-11-09;1
Non-sterile catheter drainage bag child;;Non-sterile leg bags;WP205-05-B;2018-11-09;2018-11-09;1
Non-sterile drainable night drainage bag;;Drainable night drainage bags;850422,2litre;2018-11-09;2018-11-09;1
Non-sterile drainable night drainage bag;;NIGHT DRAINAGE BAGS;NB3D;2018-11-09;2018-11-09;1
Non-sterile leg bag;;Non-sterile leg bags;6-70,500ml bag, 10cm;2018-11-09;2018-11-09;1
Non-sterile leg bag;;Non-sterile leg bags;6-90,750ml bag, short tube;2018-11-09;2018-11-09;1
Nootropil 1.2g tablets;0409030P0BBACAC;Tablet;1.2g;2018-11-09;2018-11-09;1
Nootropil 1200mg tablets;0409030P0BBACAC;Tablet;1.2g;2018-11-09;2018-11-09;1
Nootropil 33% oral solution;0409030P0BBAAAA;Oral solution;333.3mg/ml;2018-11-09;2018-11-09;1
Nootropil 800mg tablets;0409030P0BBABAB;Tablet;800mg;2018-11-09;2018-11-09;1
Noqdirna 25microgram oral lyophilisates;0605020E0BKABBV;Oral lyophilisate;25microgram;2018-11-09;2018-11-09;1
Noqdirna 50microgram oral lyophilisates;0605020E0BKAABU;Oral lyophilisate;50microgram;2018-11-09;2018-11-09;1
Nordimet 10mg/0.4ml solution for injection pre-filled pens;0801030P0BFABFN;pre-filled pens;10mg/0.4ml;2018-11-09;2018-11-09;1
Nordimet 12.5mg/0.5ml solution for injection pre-filled pens;0801030P0BFACFP;;12.5mg/0.5ml;2018-11-09;2018-11-09;1
Nordimet 15mg/0.6ml solution for injection pre-filled pens;0801030P0BFADFQ;;15mg/0.6ml;2018-11-09;2018-11-09;1
Nordimet 17.5mg/0.7ml solution for injection pre-filled pens;0801030P0BFAEFR;;17.5mg/0.7ml;2018-11-09;2018-11-09;1
Nordimet 20mg/0.8ml solution for injection pre-filled pens;0801030P0BFAFFS;Solution for injection;20mg/0.8ml;2018-11-09;2018-11-09;1
Nordimet 25mg/1ml solution for injection pre-filled pens;0801030P0BFAHFU;;25mg/1ml;2018-11-09;2018-11-09;1
Norditropin NordiFlex 10mg/1.5ml solution for injection pre-filled pen;0605010S0BEAIBW;Solution for injection;10mg/1.5ml;2018-11-09;2018-11-09;1
Norditropin NordiFlex 15mg/1.5ml solution for injection pre-filled pen;0605010S0BEAGBT;Solution for injection;15mg/1.5ml;2018-11-09;2018-11-09;1
Norditropin NordiFlex 5mg/1.5ml solution for injection pre-filled pen;0605010S0BEAHBV;Solution for injection;5mg/1.5ml;2018-11-09;2018-11-09;1
Norditropin SimpleXx 10mg/1.5ml solution for injection cartridges;0605010S0BEAEBA;Solution for injection;10mg/1.5ml;2018-11-09;2018-11-09;1
Norditropin SimpleXx 15mg/1.5ml solution for injection cartridges;0605010S0BEAFBB;Solution for injection;15mg/1.5ml;2018-11-09;2018-11-09;1
Norditropin SimpleXx 5mg/1.5ml solution for injection cartridges;0605010S0BEADAZ;Solution for injection;5mg/1.5ml;2018-11-09;2018-11-09;1
Norgalax 120mg/10g enema;0106020I0BEAAAJ;Enema;120mg/10g;2018-11-09;2018-11-09;1
Norgeston 30microgram tablets;0703021L0BCAAAA;Tablet;30microgram;2018-11-09;2018-11-09;1
Noriday 350microgram tablets;0703021N0BCAAAA;Tablet;350microgram;2018-11-09;2018-11-09;1
Norimin 1mg/35microgram tablets;0703010G0BDAAAB;Tablet;35microgram /  1mg;2018-11-09;2018-11-09;1
Norimode 2mg tablets;0104020L0BIAAAD;Tablet;2mg;2018-11-09;2018-11-09;1
Norinyl-1 tablets;0703010M0BBAAAA;Tablet;50microgram /  1mg;2018-11-09;2018-11-09;1
