AMP_NM;BNF_CODE;PRESENTATION;STRENGTH
Provox XtraMoist HME filter cassette;;TRACH/LARYNGECT;729000%
Provox XtraMoist HME filter cassette;;TRACH/LARYNGECT;729000.00%
Provox voice prosthesis cleaning brush;;TRACH/LARYNGECT;7204
Provox voice prosthesis cleaning brush;;TRACH/LARYNGECT;720400%
Provox voice prosthesis cleaning brush;;TRACH/LARYNGECT;720400.00%
Provox voice prosthesis cleaning brush;;TRACH/LARYNGECT;7204
Prozac 20mg capsules;0403030E0BBAAAA;Capsule;20mg
Prozac 20mg/5ml liquid;0403030E0BBABAC;Oral solution;20mg/5ml
Psoriderm Emulsion 40% bath additive;1305020C0BDAAAB;EMULSION;
Psoriderm cream;1305020C0BDABBC;Cream;6% /  0.4%
Psoriderm scalp lotion;1309000C0BDAAAE;Shampoo;2.5% /  0.3%
Psorin ointment;1305020F0BDAAAU;Ointment;
Psorin scalp gel;1309000V0BBAAAA;Gel;1.6% /  0.25%
Pulmicort 0.5mg Respules;;Nebuliser liquid;500microgram/2ml
Pulmicort 0.5mg Respules;;Nebuliser liquid;500microgram/2ml
Pulmicort 100 Turbohaler;0302000K0BBAKAK;Inhalation powder;100microgram/dose
Pulmicort 1mg Respules;;Nebuliser liquid;1mg/2ml
Pulmicort 1mg Respules;;Nebuliser liquid;1mg/2ml
Pulmicort 200 Turbohaler;0302000K0BBAHAG;Inhalation powder;200microgram/dose
Pulmicort 400 Turbohaler;0302000K0BBAIAH;Inhalation powder;400microgram/dose
Pulmozyme 2.5mg nebuliser liquid 2.5ml ampoules;0307000K0BBAAAA;Nebuliser liquid;2.5mg/2.5ml
Pulvinal Beclometasone Dipropionate 100micrograms/dose dry powder inhaler;0302000C0BLABBN;Inhalation powder;100microgram/dose
Pulvinal Beclometasone Dipropionate 200micrograms/dose dry powder inhaler;0302000C0BLAABM;Inhalation powder;200microgram/dose
Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler;0302000C0BLACBP;Inhalation powder;400microgram/dose
Pulvinal Salbutamol 200micrograms/dose dry powder inhaler;0301011R0BTAABX;Inhalation powder;200microgram/dose
Pure Health Liquid Paraffin 50% in White Soft Paraffin ointment;;Ointment;50% /  50%
Pure Health Liquid Paraffin 50% in White Soft Paraffin ointment;;Ointment;50% /  50%
Pure Health Liquid Paraffin/White Soft Paraffin;130201000BBILA6;Ointment;50% /  50%
Puregon 50units/0.5ml solution for injection vials;0605010K0BBADAD;Solution for injection;50unit/0.5ml
Puri-Nethol 50mg tablets;0801030L0BBAAAA;Tablet;50mg
Pylobactell breath test kit;010300000BBABAB;Soluble tablet;100mg
Pyralvex solution;1203010S0BBAAAA;SOLUTION;
Pyridoxine 10mg tablets;;Tablet;10mg
Pyridoxine 10mg tablets;0906024N0AAAGAG;Tablet;10mg
Pyridoxine 20mg tablets;;Tablet;20mg
QV 5% skin lotion;;Liquid;5%
QV 5% skin lotion;;Liquid;5.00%
QV 5% skin lotion;;Liquid;5%
QV 5% skin lotion;;Liquid;5.00%
QV 85.09% bath oil;;OIL;
QV 85.09% bath oil;;OIL;
QV Gentle wash;;WASH;
QV Gentle wash;;WASH;
QV Intensive ointment;;OINTMENT;
QV Intensive ointment;;OINTMENT;
QV cream;;Cream;
QV cream;;Cream;
Qlaira tablets;0703010R0BBAAAA;TABLETS;3 X 28
Quest Acidophilus Plus capsules;091104000BBBHA0;Capsule;
Quest Enzyme Digest tablets;091102000BBACA0;Tablet;
Questran 4g oral powder sachets;0212000F0BBAAAB;Powder;4g
Questran Light 4g oral powder sachets;0212000F0BBACAE;Powder;4g
Qufora IrriSedo Balloon System accessory set;;ANAL IRRIGATION;58201-015
Qufora IrriSedo Balloon System base set;;ANAL IRRIGATION;58102-002
Qufora IrriSedo Balloon System catheter set;;ANAL IRRIGATION;58301-010
Qufora IrriSedo Bed System;;ANAL IRRIGATION;53001-015
Qufora IrriSedo Bed System;;ANAL IRRIGATION;53001-055
Qufora IrriSedo Bed System;;ANAL IRRIGATION;53101-055
Qufora IrriSedo Bed System;;ANAL IRRIGATION;53201-015
Qufora IrriSedo Bed System;;ANAL IRRIGATION;53201-055
Qufora IrriSedo Cone System 15 irrigation set;;ANAL IRRIGATION;QTM
Qufora IrriSedo Cone System 15 irrigation set;;ANAL IRRIGATION;QTM
Qufora IrriSedo Cone System accessory set;;ANAL IRRIGATION;52601-015
Qufora IrriSedo Cone System starter set;;ANAL IRRIGATION;QTS
Qufora IrriSedo Mini System 15 irrigation set;;ANAL IRRIGATION;53601-015
Qufora IrriSedo Mini System 30 irrigation set;;ANAL IRRIGATION;53601-030
Qufora IrriSedo Mini System 30 irrigation set;;ANAL IRRIGATION;53601-030
Qufora Irrigation System bed system;;ANAL IRRIGATION;53001-015
Qufora Irrigation System bed system;;ANAL IRRIGATION;53001-055
Qufora Irrigation System bed system;;ANAL IRRIGATION;53101-055
Qufora Irrigation System bed system;;ANAL IRRIGATION;53201-055
Qufora Twostep hydrophilic catheter male 16Ch;;NELATON CATHETER MALE;361416
Qufora all silicone catheter female 12Ch;;FOLEY  CATHETER FEMALE;34240512
Qufora all silicone catheter paediatric 10Ch;;FOLEY  CATHETER PAEDIATRIC;34210510
Qufora all silicone suprapubic catheter 12Ch;;URINARY SUPRAPUBIC  CATHETER;34230212
Qufora all silicone suprapubic catheter 14Ch;;URINARY SUPRAPUBIC  CATHETER;3423021400%
Qufora all silicone suprapubic catheter 14Ch;;URINARY SUPRAPUBIC  CATHETER;34230214
Qufora all silicone suprapubic catheter 16Ch;;URINARY SUPRAPUBIC  CATHETER;3423021600%
Qufora all silicone suprapubic catheter 16Ch;;URINARY SUPRAPUBIC  CATHETER;34230216
Qufora self adhering Urisheath short;;Incontinence sheaths;20111103,24mm
Qufora self adhering Urisheath short;;Incontinence sheaths;20111203,28mm
Qufora self adhering Urisheath short;;Incontinence sheaths;20111303,31mm
Qufora sterile catheter valve;;AUX PRODUCT CATHETER;21104204
Qufora sterile leg bag with Q flow lever tap;;Sterile leg bags;12161504,500ml bag, long tube
Quinoderm 10 cream;1306010C0BQAAAT;Cream;10% /  0.5%
Quinoderm 5 cream;1306010C0BQACAU;Cream;5% /  0.5%
Quinoderm facewash;1311020L0CFAABN;Wash;
Quinoric 200mg tablets;1001030C0BCAAAA;Tablet;200mg
Qvar 100 Autohaler;0302000C0BJADBH;Pressurised inhalation;100microgram/dose
Qvar 100 inhaler;0302000C0BJABBF;Pressurised inhalation;100microgram/dose
Qvar 100micrograms/dose Easi-Breathe inhaler;0302000C0BJAFBH;Pressurised inhalation;100microgram/dose
Qvar 50 Autohaler;0302000C0BJACBG;Pressurised inhalation;50microgram/dose
Qvar 50 inhaler;0302000C0BJAABE;Pressurised inhalation;50microgram/dose
Qvar 50micrograms/dose Easi-Breathe inhaler;0302000C0BJAEBG;Pressurised inhalation;50microgram/dose
R1 gel 6g sachets;;GEL;6G
R1 gel 6g sachets;;GEL;6G
R2 lotion 1g sachets;;LOTION;1G
R2 lotion 1g sachets;;LOTION;1G
Rabipur vaccine powder and solvent for solution for injection 1ml vials;1404000N0BDAAAB;Powder and solvent for solution for injection;
Radian B Pain Relief spray;1003020N0BFAFAY;Spray;100ML
Ralgex Heat spray;1003020N0BLADAZ;Spray;6% /  1.6%
Ranexa 375mg modified-release tablets;0206030Z0BBAAAA;Modified-release tablet;375mg
Ranexa 500mg modified-release tablets;0206030Z0BBABAB;Modified-release tablet;500mg
Ranexa 750mg modified-release tablets;0206030Z0BBACAC;Modified-release tablet;750mg
Rapamune 1mg tablets;0802020U0BBADAD;Tablet;1mg
Rapamune 1mg/ml oral solution;0802020U0BBACAC;Oral solution;1mg/ml
Rapamune 2mg tablets;0802020U0BBAEAE;Tablet;2mg
Rapilose 40% gel;;Oral gel;40%
Rapilose 40% gel;;Oral gel;40.00%
Rapilose 40% gel;;Oral gel;40%
Rapilose 40% gel;;Oral gel;40.00%
Rapilose OGTT solution;0601040I0BFABAE;Oral solution;75g/300ml
Rapitil 2% eye drops;1104020N0BBAAAA;Eye drops;0
Rapitil 2% eye drops;1104020N0BBAAAA;Eye drops;2%
Rapitil 2% eye drops;1104020N0BBAAAA;Eye drops;2.00%
Raporsin XL 4mg tablets;0205040D0BKAAAQ;Modified-release tablet;4mg
Rapport Classic vacuum pump;;VACUUM PUMP;SM2000
Rapport ring loading system;;CONSTRCTR RING;SM2220
Rapport ring loading system;;CONSTRCTR RING;SM2220
Rasilez 150mg tablets;0205053A0BBAAAA;Tablet;150mg
Rasilez 300mg tablets;0205053A0BBABAB;Tablet;300mg
ReFacto AF 250unit powder and solvent for solution for injection vials;;Powder and solvent for solution for injection;250unit
ReQuip 1mg tablets;0409010H0BBABAB;Tablet;1mg
ReQuip 2mg tablets;0409010H0BBACAC;Tablet;2mg
ReQuip 5mg tablets;0409010H0BBADAD;Tablet;5mg
ReQuip XL 2mg tablets;0409010H0BBAGAK;Modified-release tablet;2mg
ReQuip XL 4mg tablets;0409010H0BBAHAL;Modified-release tablet;4mg
ReQuip XL 8mg tablets;0409010H0BBAIAM;Modified-release tablet;8mg
ReadyWrap armsleeve average medium;;Lohmann & Rauscher (UK) Ltd;average medium  , Beige
ReadyWrap armsleeve average medium;;Lohmann & Rauscher (UK) Ltd;average medium  , Black
ReadyWrap armsleeve small large;;Lohmann & Rauscher (UK) Ltd;small large  , Beige
ReadyWrap armsleeve small medium;;ARMSLEEVE;S,M,L
ReadyWrap armsleeve small medium;;Lohmann & Rauscher (UK) Ltd;small medium  , Black
ReadyWrap armsleeve small medium;;ARMSLEEVE;S,M,L
ReadyWrap armsleeve tall large;;Lohmann & Rauscher (UK) Ltd;tall large  , Beige
ReadyWrap calf wrap XX large;;Lohmann & Rauscher (UK) Ltd;30cm,  XX large  , Beige
ReadyWrap calf wrap XX large;;Lohmann & Rauscher (UK) Ltd;35cm,  XX large  , Black
ReadyWrap calf wrap extra large;;CALF;30CM,35CM
ReadyWrap calf wrap extra large;;Lohmann & Rauscher (UK) Ltd;30cm,  extra large  , Black
ReadyWrap calf wrap extra large;;Lohmann & Rauscher (UK) Ltd;35cm,  extra large  , Beige
ReadyWrap calf wrap extra large;;Lohmann & Rauscher (UK) Ltd;35cm,  extra large  , Black
ReadyWrap calf wrap extra large;;CALF;30CM,35CM
ReadyWrap calf wrap extra large;;Lohmann & Rauscher (UK) Ltd;30cm,  extra large  , Black
ReadyWrap calf wrap large;;Lohmann & Rauscher (UK) Ltd;30cm,  large  , Beige
ReadyWrap calf wrap large;;Lohmann & Rauscher (UK) Ltd;30cm,  large  , Black
ReadyWrap calf wrap large;;Lohmann & Rauscher (UK) Ltd;35cm,  large  , Black
ReadyWrap calf wrap large;;Lohmann & Rauscher (UK) Ltd;30cm,  large  , Beige
ReadyWrap calf wrap large;;Lohmann & Rauscher (UK) Ltd;30cm,  large  , Black
ReadyWrap calf wrap medium;;Lohmann & Rauscher (UK) Ltd;30cm,  medium  , Beige
ReadyWrap calf wrap medium;;Lohmann & Rauscher (UK) Ltd;30cm,  medium  , Black
ReadyWrap calf wrap medium;;Lohmann & Rauscher (UK) Ltd;35cm,  medium  , Beige
ReadyWrap calf wrap medium;;Lohmann & Rauscher (UK) Ltd;35cm,  medium  , Black
ReadyWrap calf wrap small;;Lohmann & Rauscher (UK) Ltd;30cm, small  , Beige
ReadyWrap calf wrap small;;Lohmann & Rauscher (UK) Ltd;30cm, small  , Black
ReadyWrap foot wrap extra large left;;Lohmann & Rauscher (UK) Ltd;extra large left  , Beige
ReadyWrap foot wrap extra large left;;Lohmann & Rauscher (UK) Ltd;extra large left  , Black
ReadyWrap foot wrap extra large left;;Lohmann & Rauscher (UK) Ltd;extra large left  , Black
ReadyWrap foot wrap extra large right;;Lohmann & Rauscher (UK) Ltd;extra large right  , Beige
ReadyWrap foot wrap extra large right;;Lohmann & Rauscher (UK) Ltd;extra large right  , Black
ReadyWrap foot wrap large left;;Lohmann & Rauscher (UK) Ltd;large left  , Beige
ReadyWrap foot wrap large left;;Lohmann & Rauscher (UK) Ltd;large left  , Black
ReadyWrap foot wrap large left;;Lohmann & Rauscher (UK) Ltd;large left  , Beige
ReadyWrap foot wrap large left;;Lohmann & Rauscher (UK) Ltd;large left  , Black
ReadyWrap foot wrap large right;;Lohmann & Rauscher (UK) Ltd;large right  , Beige
ReadyWrap foot wrap large right;;Lohmann & Rauscher (UK) Ltd;large right  , Black
ReadyWrap foot wrap large right;;Lohmann & Rauscher (UK) Ltd;large right  , Beige
ReadyWrap foot wrap large right;;Lohmann & Rauscher (UK) Ltd;large right  , Black
ReadyWrap foot wrap medium left;;FOOT;
ReadyWrap foot wrap medium left;;Lohmann & Rauscher (UK) Ltd;medium left  , Beige
ReadyWrap foot wrap medium left;;FOOT;
ReadyWrap foot wrap medium left;;Lohmann & Rauscher (UK) Ltd;medium left  , Beige
ReadyWrap foot wrap medium right;;Lohmann & Rauscher (UK) Ltd;medium right  , Beige
ReadyWrap foot wrap medium right;;Lohmann & Rauscher (UK) Ltd;medium right  , Black
ReadyWrap foot wrap medium right;;Lohmann & Rauscher (UK) Ltd;medium right  , Beige
ReadyWrap foot wrap small left;;Lohmann & Rauscher (UK) Ltd;small left  , Beige
ReadyWrap foot wrap small right;;Lohmann & Rauscher (UK) Ltd;small right  , Beige
ReadyWrap gauntlet extra large left;;GAUNTLET;S,M,L,XL
ReadyWrap gauntlet extra large left;;GAUNTLET;S,M,L,XL
ReadyWrap gauntlet large left;;Lohmann & Rauscher (UK) Ltd;large left  , Beige
ReadyWrap gauntlet medium left;;Lohmann & Rauscher (UK) Ltd;medium left  , Beige
ReadyWrap gauntlet medium right;;Lohmann & Rauscher (UK) Ltd;medium right  , Black
ReadyWrap gauntlet small left;;Lohmann & Rauscher (UK) Ltd;small left  , Beige
ReadyWrap knee wrap XX large;;Lohmann & Rauscher (UK) Ltd;XX large  , Beige
ReadyWrap knee wrap extra large;;KNEE;S,M,L,XL
ReadyWrap knee wrap extra large;;Lohmann & Rauscher (UK) Ltd;extra large  , Beige
ReadyWrap knee wrap extra large;;KNEE;S,M,L,XL
ReadyWrap knee wrap large;;Lohmann & Rauscher (UK) Ltd;large  , Black
ReadyWrap knee wrap medium;;Lohmann & Rauscher (UK) Ltd;medium  , Beige
ReadyWrap knee wrap medium;;Lohmann & Rauscher (UK) Ltd;medium  , Black
ReadyWrap knee wrap medium;;Lohmann & Rauscher (UK) Ltd;medium  , Beige
ReadyWrap knee wrap small;;Lohmann & Rauscher (UK) Ltd;small  , Beige
ReadyWrap thigh wrap extra large;;THIGH;S,M,L,XL
ReadyWrap thigh wrap extra large;;THIGH;S,M,L,XL
ReadyWrap thigh wrap large;;Lohmann & Rauscher (UK) Ltd;25cm,large  , Beige
ReadyWrap thigh wrap medium;;Lohmann & Rauscher (UK) Ltd;25cm,medium  , Beige
ReadyWrap thigh wrap medium;;Lohmann & Rauscher (UK) Ltd;30cm,medium  , Black
ReadyWrap thigh wrap small;;Lohmann & Rauscher (UK) Ltd;25cm, small  , Beige
Rebif 22micrograms/0.5ml (6million units) solution for injection 1.5ml cartridges;0802040M0BBAGAJ;Solution for injection;6million unit/0.5
Rebif 22micrograms/0.5ml (6million units) solution for injection pre-filled syringes and Rebif 8.8micrograms/0.2ml (2.4million units) solution for injection pre-filled syringes;0802040M0BBAFAI;SYRINGE;8.8MCG/22
Rectogesic 0.4% rectal ointment;0107040A0BBABAI;Rectal ointment;0
Rectogesic 0.4% rectal ointment;0107040A0BBABAI;Rectal ointment;0%
Rectogesic 0.4% rectal ointment;0107040A0BBABAI;Rectal ointment;0.40%
Redoxon Double Action Vitamin C and Zinc effervescent tablets orange;091000000BBNPBK;Effervescent tablet;1g /  10mg
Refresh Ophthalmic 1.4% eye drops 0.4ml unit dose;;Eye drops;1%
Refresh Ophthalmic 1.4% eye drops 0.4ml unit dose;;Eye drops;1.40%
Refresh Ophthalmic 1.4% eye drops 0.4ml unit dose;1108010Q0BEAAAE;Eye drops;1%
Refresh Ophthalmic 1.4% eye drops 0.4ml unit dose;1108010Q0BEAAAE;Eye drops;1.40%
Regelle vaginal moisturiser;;APPLICATOR;
Regelle vaginal moisturiser;;APPLICATOR;
Regulan 3.4g oral powder sachets orange;0106010E0BEACAJ;Powder;3.4g
Regurin 20mg tablets;0704020Z0BBAAAA;Tablet;20mg
Regurin XL 60mg capsules;0704020Z0BBABAD;Modified-release capsule;60mg
Relactagel vaginal pH correction gel;;GEL;5ML
Relactagel vaginal pH correction gel;;GEL;5ML
Relaxit Micro-enema 5ml;;Enema;
Relaxit Micro-enema 5ml;;Enema;
Relenza 5mg inhalation powder blisters with Diskhaler;0503040A0BBAAAA;Inhalation powder;5mg
Relestat 500micrograms/ml eye drops;1104020ACBBAAAA;Eye drops;500microgram/ml
Reletrans 10micrograms/hour transdermal patches;;Transdermal patch;10microgram/hour
Reletrans 15micrograms/hour transdermal patches;0407020B0BKACAK;Transdermal patch;15microgram/hour
Reliacath plastic catheter female 12Ch;;NELATON  CATHETER FEMALE;D5031
Reliacath plastic catheter male 12Ch;;NELATON  CATHETER MALE;D5030
Reliacath plastic catheter male 12Ch;;NELATON  CATHETER MALE;D5030
Relifex 500mg tablets;1001010X0BBAAAA;Tablet;500mg
Relistor 12mg/0.6ml solution for injection vials;0106060A0BBAAAA;Solution for injection;12mg/0.6ml
Relpax 20mg tablets;0407041AABBAAAA;Tablet;20mg
Relpax 40mg tablets;0407041AABBABAB;Tablet;40mg
Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler;0302000N0BEAABM;Inhalation powder;184microgram/dose /  22microgram/dose
Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler;0302000V0BBAAAA;Inhalation powder;184microgram/dose /  22microgram/dose
Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler;0302000N0BEABBN;Inhalation powder;92microgram/dose /  22microgram/dose
Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler;0302000V0BBABAB;Inhalation powder;92microgram/dose /  22microgram/dose
Remedeine Forte tablets;0407010N0BGABAI;Tablet;500mg /  30mg
Remedeine tablets;0407010N0BGAAAH;Tablet;500mg /  20mg
Remicade 100mg powder for concentrate for solution for infusion vials;1001030T0BBAAAA;VIALS;100MG
Reminyl 12mg tablets;0411000F0BBACAC;Tablet;12mg
Reminyl 4mg/ml oral solution;0411000F0BBAEAD;Oral solution;20mg/5ml
Reminyl 8mg tablets;0411000F0BBABAB;Tablet;8mg
Reminyl XL 16mg capsules;0411000F0BBAGAF;Modified-release capsule;16mg
Reminyl XL 24mg capsules;0411000F0BBAHAG;Modified-release capsule;24mg
Reminyl XL 8mg capsules;0411000F0BBAFAE;Modified-release capsule;8mg
Renacet 475mg tablets;0905022C0BDABAF;Tablet;475mg
Renacet 950mg tablets;0905022C0BDAAAE;Tablet;950mg
Renagel 800mg tablets;0905022S0BBABAB;Tablet;800mg
Renapro powder;090401000BBJDA0;Powder;20G
Renastart powder;090402000BBVLA0;Powder;100G
Renasys Go canister kit large;;WOUND MAN DRESS;LRG 750ML
Renasys Go canister kit small;;WOUND MAN DRESS;SML 300ML
Renasys Go canister kit small;;WOUND MAN DRESS;SML 300ML
Renasys Soft Port;;WOUND MAN DRESS;
Renasys Soft Port;;WOUND MAN DRESS;
Renasys adhesive gel patch;;WOUND MAN DRESS;10CMX7CM
Renasys connector for use with soft port;;WOUND MAN DRESS;
Renasys connector for use with soft port;;WOUND MAN DRESS;
Renasys-F Foam dressing kit with soft port large;;WOUND MAN DRESS;LARGE
Renasys-F Foam dressing kit with soft port large;;WOUND MAN DRESS;LARGE
Renasys-F Foam dressing kit with soft port medium;;WOUND MAN DRESS;MEDIUM
Renasys-F Foam dressing kit with soft port medium;;WOUND MAN DRESS;MEDIUM
Renasys-F Foam dressing kit with soft port small;;WOUND MAN DRESS;SMALL
Renasys-F Foam dressing kit with soft port small;;WOUND MAN DRESS;SMALL
Renasys-G Gauze dressing kit with soft port large;;WOUND MAN DRESS;LARGE
Renasys-G Gauze dressing kit with soft port medium;;WOUND MAN DRESS;MEDIUM
Renasys-G Gauze dressing kit with soft port medium;;WOUND MAN DRESS;MEDIUM
Renasys-G Gauze dressing kit with soft port small;;WOUND MAN DRESS;SMALL
Renasys-G dressing kit channel drain 15fr;;WOUND MAN DRESS;15FR
Renasys-G dressing kit channel drain 15fr;;WOUND MAN DRESS;15FR
Renasys-G dressing kit flat drain 10mm;;WOUND MAN DRESS;10MM
Renavit tablets;090607000BBLEBB;Tablet;
Renew Insert anal plug large;;Anal plugs;707
Renew Insert anal plug large;;Anal plugs;70700%
Renew Insert anal plug large;;Anal plugs;70700.00%
Renew Insert anal plug large;;Anal plugs;707
Renew Insert anal plug large;;Anal plugs;70700%
Renew Insert anal plug regular;;Anal plugs;706
Renew Insert anal plug regular;;Anal plugs;70600%
Renew Insert anal plug regular;;Anal plugs;70600.00%
Renew Insert anal plug regular;;Anal plugs;706
Renew Insert anal plug regular;;Anal plugs;70600%
Renew Insert anal plug regular;;Anal plugs;70600.00%
Renew Insert anal plug starter pack;;Anal plugs;702
Renew Insert anal plug starter pack;;Anal plugs;70200%
Renew Insert anal plug starter pack;;Anal plugs;70200.00%
Renew Insert anal plug starter pack;;Anal plugs;702
Renew Insert anal plug starter pack;;Anal plugs;70200.00%
Rennie Deflatine chewable tablets;010102100BBABAB;Chewable tablet;
Renvela 2.4g oral powder sachets;0905022S0BCABAC;Powder;2.4g
Renvela 800mg tablets;0905022S0BCAAAB;Tablet;800mg
Repadina 2g vaginal ovule;;OVULES;2G
Repadina 2g vaginal ovule;;OVULES;2G
ReplensMD vaginal moisturiser;;APPLICATION;12DOSE PK
ReplensMD vaginal moisturiser;;APPLICATION;3 DOSE PK
ReplensMD vaginal moisturiser;;APPLICATION;6 DOSE PK
ReplensMD vaginal moisturiser;;TUBE;
ReplensMD vaginal moisturiser;;APPLICATION;12DOSE PK
ReplensMD vaginal moisturiser;;APPLICATION;3 DOSE PK
ReplensMD vaginal moisturiser;;APPLICATION;6 DOSE PK
ReplensMD vaginal moisturiser;;TUBE;
Resolor 1mg tablets;0106070A0BBAAAA;Tablet;1mg
Resolor 2mg tablets;0106070A0BBABAB;Tablet;2mg
Resource Dessert Energy semi-solid food caramel;090402000BBLFA0;FOOD;125G
Resource Dessert Energy semi-solid food vanilla;090402000BBLFA0;FOOD;125G
Resource Protein liquid strawberry;;Liquid;200ML
Resource Thickened Drink custard apple;;Liquid;114ML
Resource Thickened Drink custard apple;;Liquid;114ML
Resource Thickened Drink custard orange;;Liquid;114ML
Resource Thickened Drink syrup apple;;Liquid;114ML
Resource Thickened Drink syrup apple;;Liquid;114ML
Resource Thickened Drink syrup orange;;Liquid;114ML
Resp-Ease 7% inhalation solution 4ml vials;;INHALATION SOLUTION;4ML
Respontin 250micrograms/1ml Nebules;;Nebuliser liquid;250microgram/1ml
Respontin 250micrograms/1ml Nebules;;Nebuliser liquid;250microgram/1ml
Respontin 500micrograms/2ml Nebules;;Nebuliser liquid;500microgram/2ml
Respontin 500micrograms/2ml Nebules;;Nebuliser liquid;500microgram/2ml
Restandol 40mg Testocaps;0604020T0BBABAA;Capsule;40mg
Retin-A 0.01% gel;1306010V0BBADAF;Gel;0.01%
Retin-A 0.025% gel;1306010V0BBABAB;Gel;0.03%
Retracted penis pouch;;URINAL SYSTEM;9,811
Retracted penis pouch;;URINAL SYSTEM;9811
Retracted penis pouch;;URINAL SYSTEM;981100%
Retracted penis pouch;;URINAL SYSTEM;981100.00%
Retracted penis pouch;;URINAL SYSTEM;9811
Retracted penis pouch with Flextend skin barrier;;Urinal systems;9873
Retracted penis pouch with Flextend skin barrier;;Urinal systems;987300%
Retracted penis pouch with Flextend skin barrier;;Urinal systems;987300.00%
Retracted penis pouch with Flextend skin barrier;;Urinal systems;9873
Retrovir 50mg/5ml oral solution;0503010Y0BBAEAD;Oral solution;50mg/5ml
Revatio 10mg/ml oral suspension;0205010Y0BBABAB;Oral suspension;10mg/ml
Revatio 20mg tablets;0205010Y0BBAAAA;Tablet;20mg
Revaxis vaccine suspension for injection 0.5ml pre-filled syringes;1404000F0BLAAAW;Suspension for injection;/  /
Rewisca 100mg capsules;0408010AEBCAAAD;Capsule;100mg
Rewisca 150mg capsules;0408010AEBCAEAE;Capsule;150mg
Rewisca 200mg capsules;0408010AEBCAFAF;Capsule;200mg
Rewisca 225mg capsules;0408010AEBCAGAI;Capsule;225mg
Rewisca 25mg capsules;0408010AEBCABAA;Capsule;25mg
Rewisca 300mg capsules;0408010AEBCAHAG;Capsule;300mg
Rewisca 50mg capsules;0408010AEBCACAB;Capsule;50mg
Rewisca 75mg capsules;0408010AEBCADAC;Capsule;75mg
Rhinocort Aqua 64 nasal spray;1202010I0BBAEAF;Spray;64microgram/dose
Rhinolast 140micrograms/dose nasal spray;1202010A0BBADAB;Spray;140microgram/dose
Rhumalgan CR 75 tablets;1001010C0BDACAL;Modified-release tablet;75mg
Rhumalgan SR 75mg capsules;1001010C0BDAFAW;Modified-release capsule;75mg
Rhumalgan XL 100mg capsules;1001010C0BDAEAN;Modified-release capsule;100mg
Riamet tablets;0504010AABBAAAA;Tablet;20mg /  120mg
Ribbed cotton surgical tubular stockinette 15cm;;STOCKINETTE;15CMX5M
Ribbed cotton surgical tubular stockinette 5cm;;STOCKINETTE;5CMX5M
Ribbed cotton surgical tubular stockinette 7.5cm;;STOCKINETTE;7.5CMX5M
Riemann P20 Once a Day sunfilter lotion SPF 20;130801000BBNYA0;Liquid;
Rifadin 100mg/5ml syrup;0501090R0BBACAF;Oral suspension;100mg/5ml
Rifadin 150mg capsules;0501090R0BBAAAA;Capsule;150mg
Rifadin 300mg capsules;0501090R0BBABAB;Capsule;300mg
Rifater tablets;0501090S0BDAAAC;Tablet;
Rifinah 150mg/100mg tablets;0501090S0BBAAAA;Tablet;150mg /  100mg
Rifinah 300mg/150mg tablets;0501090S0BBABAB;Tablet;300mg /  150mg
Rigevidon tablets;0703010F0BPAAAC;Tablet;30microgram /  150microgram
Rimactane 150mg capsules;0501090R0BCAAAA;Capsule;150mg
Rimactane 300mg capsules;0501090R0BCABAB;Capsule;300mg
Rinatec 21micrograms/dose nasal spray;1202020I0BBABAB;Spray;21microgram/dose
Riplex Jaques catheter female PVC 12Ch;;NELATON  CATHETER FEMALE;DT6114-5
Riplex Jaques catheter female PVC 12Ch;;NELATON  CATHETER FEMALE;DT6114-5
Riplex Jaques catheter male PVC 10Ch;;NELATON  CATHETER MALE;DT6115-5
Riplex Jaques catheter male PVC 10Ch;;NELATON  CATHETER MALE;DT6115-5
Riplex Jaques catheter male PVC 12Ch;;NELATON  CATHETER MALE;DT6115-5
Riplex Jaques catheter male PVC 12Ch;;NELATON  CATHETER MALE;DT6115-5
Riplex Jaques catheter male PVC 14Ch;;NELATON  CATHETER MALE;DT6115-5
Riplex Jaques catheter male PVC 14Ch;;NELATON  CATHETER MALE;DT6115-5
Riplex Jaques catheter male PVC 8Ch;;NELATON  CATHETER MALE;DT6115-5
Riplex Jaques catheter male PVC 8Ch;;NELATON  CATHETER MALE;DT6115-5
Riplex extra long catheter PVC 12Ch;;NELATON  CATHETER MALE;DT6116
Riplex extra long catheter PVC 14Ch;;NELATON  CATHETER MALE;DT6116
Riplex extra long catheter PVC 14Ch;;NELATON  CATHETER MALE;DT6116
Riplex extra long catheter PVC 8Ch;;NELATON  CATHETER MALE;DT6116
Risperdal 1mg tablets;040201030BBAAAA;Tablet;1mg
Risperdal 1mg/ml oral solution;040201030BBAEAE;Oral solution;1mg/ml
Risperdal 2mg tablets;040201030BBABAB;Tablet;2mg
Risperdal 3mg tablets;040201030BBACAC;Tablet;3mg
